Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
965,Exit short,2007-11-07 20:30,S3 Scalp,1894.75,7,13399.75,6825,1.02,6825,1.02,-1225,-0.18,166625,166.63
965,Entry short,2007-11-07 18:00,S3 Hedge,1914.25,7,13399.75,6825,1.02,6825,1.02,-1225,-0.18,166625,166.63
966,Exit long,2007-11-13 21:00,EOD,1900,10,18772.5,11375,1.21,12125,1.29,-2875,-0.31,178000,178.00
966,Entry long,2007-11-13 15:30,S1 Trend,1877.25,10,18772.5,11375,1.21,12125,1.29,-2875,-0.31,178000,178.00
967,Exit long,2007-11-20 17:00,S1 Trail,1856.75,8,14956,-5100,-0.68,900,0.12,-5100,-0.68,172900,172.90
967,Entry long,2007-11-20 16:00,S1 Trend,1869.5,8,14956,-5100,-0.68,900,0.12,-5100,-0.68,172900,172.90
968,Exit short,2007-11-21 17:00,S3 Scalp,1844.5,8,14694,-3100,-0.42,1400,0.19,-3100,-0.42,169800,169.80
968,Entry short,2007-11-21 16:00,S3 Hedge,1836.75,8,14694,-3100,-0.42,1400,0.19,-3100,-0.42,169800,169.80
969,Exit long,2007-11-26 01:00,S1 Climax,1862.75,4,7388,3150,0.85,3200,0.87,-150,-0.04,172950,172.95
969,Entry long,2007-11-23 15:30,S1 Trend,1847,4,7388,3150,0.85,3200,0.87,-150,-0.04,172950,172.95
970,Exit long,2007-11-26 02:00,S1 Climax,1864.75,3,5541,2662.5,0.96,2737.5,0.99,-112.5,-0.04,175612.5,175.61
970,Entry long,2007-11-23 15:30,S1 Trend,1847,3,5541,2662.5,0.96,2737.5,0.99,-112.5,-0.04,175612.5,175.61
971,Exit long,2007-11-26 02:30,S1 Climax,1864.75,2,3694,1775,0.96,1925,1.04,-75,-0.04,177387.5,177.39
971,Entry long,2007-11-23 15:30,S1 Trend,1847,2,3694,1775,0.96,1925,1.04,-75,-0.04,177387.5,177.39
972,Exit long,2007-11-26 03:00,S1 Climax,1864.75,1,1847,887.5,0.96,962.5,1.04,-37.5,-0.04,178275,178.28
972,Entry long,2007-11-23 15:30,S1 Trend,1847,1,1847,887.5,0.96,962.5,1.04,-37.5,-0.04,178275,178.28
973,Exit long,2007-11-26 03:30,S1 Climax,1865,1,1847,900,0.97,962.5,1.04,-37.5,-0.04,179175,179.18
973,Entry long,2007-11-23 15:30,S1 Trend,1847,1,1847,900,0.97,962.5,1.04,-37.5,-0.04,179175,179.18
974,Exit long,2007-11-26 04:00,S1 Climax,1865.75,1,1847,937.5,1.02,962.5,1.04,-37.5,-0.04,180112.5,180.11
974,Entry long,2007-11-23 15:30,S1 Trend,1847,1,1847,937.5,1.02,962.5,1.04,-37.5,-0.04,180112.5,180.11
975,Exit long,2007-11-26 04:30,S1 Climax,1868.5,1,1847,1075,1.16,1125,1.22,-37.5,-0.04,181187.5,181.19
975,Entry long,2007-11-23 15:30,S1 Trend,1847,1,1847,1075,1.16,1125,1.22,-37.5,-0.04,181187.5,181.19
976,Exit long,2007-11-26 05:00,S1 Climax,1869,1,1847,1100,1.19,1125,1.22,-37.5,-0.04,182287.5,182.29
976,Entry long,2007-11-23 15:30,S1 Trend,1847,1,1847,1100,1.19,1125,1.22,-37.5,-0.04,182287.5,182.29
977,Exit short,2007-11-26 17:30,S3 Scalp,1856.75,10,18500,-3375,-0.36,1250,0.14,-3375,-0.36,178912.5,178.91
977,Entry short,2007-11-26 16:00,S3 Hedge,1850,10,18500,-3375,-0.36,1250,0.14,-3375,-0.36,178912.5,178.91
978,Exit long,2007-11-28 16:00,S1 Climax,1874.25,2,3739.5,450,0.24,700,0.37,-50,-0.03,179362.5,179.36
978,Entry long,2007-11-28 15:30,S1 Trend,1869.75,2,3739.5,450,0.24,700,0.37,-50,-0.03,179362.5,179.36
979,Exit long,2007-11-28 17:00,S1 Climax,1874.25,2,3739.5,450,0.24,700,0.37,-50,-0.03,179812.5,179.81
979,Entry long,2007-11-28 15:30,S1 Trend,1869.75,2,3739.5,450,0.24,700,0.37,-50,-0.03,179812.5,179.81
980,Exit long,2007-11-28 17:30,S1 Climax,1876.75,1,1869.75,350,0.37,400,0.43,-25,-0.03,180162.5,180.16
980,Entry long,2007-11-28 15:30,S1 Trend,1869.75,1,1869.75,350,0.37,400,0.43,-25,-0.03,180162.5,180.16
981,Exit long,2007-11-28 18:30,S1 Climax,1879.75,1,1869.75,500,0.53,537.5,0.57,-25,-0.03,180662.5,180.66
981,Entry long,2007-11-28 15:30,S1 Trend,1869.75,1,1869.75,500,0.53,537.5,0.57,-25,-0.03,180662.5,180.66
982,Exit long,2007-11-28 19:00,S1 Climax,1883,1,1869.75,662.5,0.71,750,0.80,-25,-0.03,181325,181.33
982,Entry long,2007-11-28 15:30,S1 Trend,1869.75,1,1869.75,662.5,0.71,750,0.80,-25,-0.03,181325,181.33
983,Exit long,2007-11-28 19:30,S1 Climax,1884,1,1869.75,712.5,0.76,862.5,0.92,-25,-0.03,182037.5,182.04
983,Entry long,2007-11-28 15:30,S1 Trend,1869.75,1,1869.75,712.5,0.76,862.5,0.92,-25,-0.03,182037.5,182.04
984,Exit long,2007-11-28 20:00,S1 Climax,1884.25,1,1869.75,725,0.78,862.5,0.92,-25,-0.03,182762.5,182.76
984,Entry long,2007-11-28 15:30,S1 Trend,1869.75,1,1869.75,725,0.78,862.5,0.92,-25,-0.03,182762.5,182.76
985,Exit long,2007-11-29 18:30,S1 Trail,1878.25,9,17005.5,-5062.5,-0.60,787.5,0.09,-5062.5,-0.60,177700,177.70
985,Entry long,2007-11-29 17:00,S1 Trend,1889.5,9,17005.5,-5062.5,-0.60,787.5,0.09,-5062.5,-0.60,177700,177.70
986,Exit long,2007-12-05 17:00,S1 Climax,1903,4,7578,1700,0.45,1900,0.50,-250,-0.07,179400,179.40
986,Entry long,2007-12-05 15:30,S1 Trend,1894.5,4,7578,1700,0.45,1900,0.50,-250,-0.07,179400,179.40
987,Exit long,2007-12-05 19:00,S1 Trail,1894.5,11,20839.5,0,0.00,5362.5,0.51,-687.5,-0.07,179400,179.40
987,Entry long,2007-12-05 15:30,S1 Trend,1894.5,11,20839.5,0,0.00,5362.5,0.51,-687.5,-0.07,179400,179.40
988,Exit long,2007-12-06 21:00,EOD,1924.75,12,22908,9450,0.83,10200,0.89,-750,-0.07,188850,188.85
988,Entry long,2007-12-06 17:30,S1 Trend,1909,12,22908,9450,0.83,10200,0.89,-750,-0.07,188850,188.85
989,Exit long,2007-12-10 21:00,EOD,1934,15,28972.5,1875,0.13,3375,0.23,-2625,-0.18,190725,190.73
989,Entry long,2007-12-10 15:30,S1 Trend,1931.5,15,28972.5,1875,0.13,3375,0.23,-2625,-0.18,190725,190.73
990,Exit long,2007-12-11 19:30,S1 Trail,1915,16,31028,-19400,-1.25,2400,0.15,-23600,-1.52,171325,171.33
990,Entry long,2007-12-11 19:00,S1 Trend,1939.25,16,31028,-19400,-1.25,2400,0.15,-23600,-1.52,171325,171.33
991,Exit short,2007-12-17 21:00,EOD,1861.75,10,18705,4375,0.47,4875,0.52,-750,-0.08,175700,175.70
991,Entry short,2007-12-17 18:30,S3 Hedge,1870.5,10,18705,4375,0.47,4875,0.52,-750,-0.08,175700,175.70
992,Exit long,2007-12-19 16:00,S1 Trail,1868.5,10,18760,-3750,-0.40,2250,0.24,-3750,-0.40,171950,171.95
992,Entry long,2007-12-19 15:30,S1 Trend,1876,10,18760,-3750,-0.40,2250,0.24,-3750,-0.40,171950,171.95
993,Exit long,2007-12-21 21:00,EOD,1901.75,13,24641.5,4062.5,0.33,4875,0.40,-2275,-0.18,176012.5,176.01
993,Entry long,2007-12-21 15:30,S1 Trend,1895.5,13,24641.5,4062.5,0.33,4875,0.40,-2275,-0.18,176012.5,176.01
994,Exit long,2007-12-26 21:00,EOD,1913,16,30576,1600,0.10,3600,0.24,-600,-0.04,177612.5,177.61
994,Entry long,2007-12-26 18:30,S1 Trend,1911,16,30576,1600,0.10,3600,0.24,-600,-0.04,177612.5,177.61
995,Exit short,2008-01-04 21:00,EOD,1822.75,8,14618,1800,0.25,1800,0.25,-1800,-0.25,179412.5,179.41
995,Entry short,2008-01-04 19:30,S3 Hedge,1827.25,8,14618,1800,0.25,1800,0.25,-1800,-0.25,179412.5,179.41
996,Exit long,2008-01-10 21:00,EOD,1831.25,7,12778.5,2012.5,0.31,5512.5,0.86,-4550,-0.71,181425,181.43
996,Entry long,2008-01-10 17:30,S1 Trend,1825.5,7,12778.5,2012.5,0.31,5512.5,0.86,-4550,-0.71,181425,181.43
997,Exit long,2008-01-11 19:30,S1 Trail,1810.75,8,14594,-5400,-0.74,600,0.08,-5400,-0.74,176025,176.03
997,Entry long,2008-01-11 17:00,S1 Trend,1824.25,8,14594,-5400,-0.74,600,0.08,-5400,-0.74,176025,176.03
998,Exit long,2008-01-14 21:00,EOD,1827,10,18222.5,2375,0.26,3625,0.40,-2625,-0.29,178400,178.40
998,Entry long,2008-01-14 16:30,S1 Trend,1822.25,10,18222.5,2375,0.26,3625,0.40,-2625,-0.29,178400,178.40
999,Exit long,2008-01-22 21:00,EOD,1718.25,2,3430.5,300,0.17,1475,0.86,-875,-0.51,178700,178.70
999,Entry long,2008-01-22 16:30,S1 Trend,1715.25,2,3430.5,300,0.17,1475,0.86,-875,-0.51,178700,178.70
1000,Exit long,2008-01-24 21:00,EOD,1757.75,5,8738.75,2500,0.57,3625,0.83,-1187.5,-0.27,181200,181.20
1000,Entry long,2008-01-24 15:30,S1 Trend,1747.75,5,8738.75,2500,0.57,3625,0.83,-1187.5,-0.27,181200,181.20
1001,Exit long,2008-01-25 18:30,S2 FairVal,1741.5,8,14028,-4800,-0.68,3300,0.47,-4800,-0.68,176400,176.40
1001,Entry long,2008-01-25 16:30,S2 VWAP,1753.5,8,14028,-4800,-0.68,3300,0.47,-4800,-0.68,176400,176.40
1002,Exit long,2008-01-28 21:00,EOD,1761.25,6,10474.5,4650,0.89,4650,0.89,-1125,-0.21,181050,181.05
1002,Entry long,2008-01-28 16:00,S1 Trend,1745.75,6,10474.5,4650,0.89,4650,0.89,-1125,-0.21,181050,181.05
1003,Exit long,2008-01-30 20:30,S1 Trail,1773,8,14248,-3200,-0.45,4600,0.65,-4000,-0.56,177850,177.85
1003,Entry long,2008-01-30 19:30,S1 Trend,1781,8,14248,-3200,-0.45,4600,0.65,-4000,-0.56,177850,177.85
1004,Exit long,2008-01-31 21:00,EOD,1779.5,6,10549.5,6375,1.21,10200,1.93,-1275,-0.24,184225,184.23
1004,Entry long,2008-01-31 16:00,S1 Trend,1758.25,6,10549.5,6375,1.21,10200,1.93,-1275,-0.24,184225,184.23
1005,Exit short,2008-02-05 21:00,EOD,1743.25,7,12255.25,2625,0.43,2887.5,0.47,-2362.5,-0.39,186850,186.85
1005,Entry short,2008-02-05 19:00,S3 Hedge,1750.75,7,12255.25,2625,0.43,2887.5,0.47,-2362.5,-0.39,186850,186.85
1006,Exit long,2008-02-07 20:00,S1 Trail,1731.75,6,10501.5,-5550,-1.06,975,0.19,-5550,-1.06,181300,181.30
1006,Entry long,2008-02-07 19:00,S1 Trend,1750.25,6,10501.5,-5550,-1.06,975,0.19,-5550,-1.06,181300,181.30
1007,Exit long,2008-02-11 21:00,EOD,1744,8,13952,0,0.00,1400,0.20,-1800,-0.26,181300,181.30
1007,Entry long,2008-02-11 18:00,S1 Trend,1744,8,13952,0,0.00,1400,0.20,-1800,-0.26,181300,181.30
1008,Exit long,2008-02-12 16:00,S1 Climax,1767,2,3524,500,0.28,575,0.33,-75,-0.04,181800,181.80
1008,Entry long,2008-02-12 15:30,S1 Trend,1762,2,3524,500,0.28,575,0.33,-75,-0.04,181800,181.80
1009,Exit long,2008-02-12 20:00,S1 Trail,1755.25,7,12334,-2362.5,-0.38,2275,0.37,-2362.5,-0.38,179437.5,179.44
1009,Entry long,2008-02-12 15:30,S1 Trend,1762,7,12334,-2362.5,-0.38,2275,0.37,-2362.5,-0.38,179437.5,179.44
1010,Exit long,2008-02-13 21:00,EOD,1771.5,9,15923.25,1012.5,0.13,2812.5,0.35,-1800,-0.23,180450,180.45
1010,Entry long,2008-02-13 18:30,S1 Trend,1769.25,9,15923.25,1012.5,0.13,2812.5,0.35,-1800,-0.23,180450,180.45
1011,Exit short,2008-02-14 21:00,EOD,1754.25,9,15828.75,2025,0.26,2925,0.37,-2137.5,-0.27,182475,182.48
1011,Entry short,2008-02-14 18:30,S3 Hedge,1758.75,9,15828.75,2025,0.26,2925,0.37,-2137.5,-0.27,182475,182.48
1012,Exit long,2008-02-19 08:30,S1 Trail,1765,16,28268,-1400,-0.10,5400,0.38,-1400,-0.10,181075,181.08
1012,Entry long,2008-02-18 15:30,S1 Trend,1766.75,16,28268,-1400,-0.10,5400,0.38,-1400,-0.10,181075,181.08
1013,Exit long,2008-02-20 21:00,EOD,1765,7,12307.75,2362.5,0.38,4025,0.65,-437.5,-0.07,183437.5,183.44
1013,Entry long,2008-02-20 19:30,S1 Trend,1758.25,7,12307.75,2362.5,0.38,4025,0.65,-437.5,-0.07,183437.5,183.44
1014,Exit long,2008-02-21 18:00,S2 FairVal,1753.25,10,17617.5,-4250,-0.48,1750,0.20,-4250,-0.48,179187.5,179.19
1014,Entry long,2008-02-21 16:30,S2 VWAP,1761.75,10,17617.5,-4250,-0.48,1750,0.20,-4250,-0.48,179187.5,179.19
1015,Exit long,2008-02-25 18:30,S1 Trail,1756,9,15912,-5400,-0.68,225,0.03,-5400,-0.68,173787.5,173.79
1015,Entry long,2008-02-25 16:00,S1 Trend,1768,9,15912,-5400,-0.68,225,0.03,-5400,-0.68,173787.5,173.79
1016,Exit long,2008-02-25 21:00,EOD,1776.75,7,12416.25,1050,0.17,2362.5,0.38,-3850,-0.62,174837.5,174.84
1016,Entry long,2008-02-25 19:30,S1 Trend,1773.75,7,12416.25,1050,0.17,2362.5,0.38,-3850,-0.62,174837.5,174.84
1017,Exit long,2008-02-26 21:00,EOD,1786.75,9,16058.25,1125,0.14,4162.5,0.52,-1125,-0.14,175962.5,175.96
1017,Entry long,2008-02-26 17:00,S1 Trend,1784.25,9,16058.25,1125,0.14,4162.5,0.52,-1125,-0.14,175962.5,175.96
1018,Exit long,2008-02-27 19:00,S1 Trail,1780.25,9,16110,-4387.5,-0.54,1912.5,0.24,-4387.5,-0.54,171575,171.58
1018,Entry long,2008-02-27 16:00,S1 Trend,1790,9,16110,-4387.5,-0.54,1912.5,0.24,-4387.5,-0.54,171575,171.58
1019,Exit short,2008-02-29 20:30,S3 Scalp,1736,9,15745.5,6075,0.77,6075,0.77,-1350,-0.17,177650,177.65
1019,Entry short,2008-02-29 15:30,S3 Hedge,1749.5,9,15745.5,6075,0.77,6075,0.77,-1350,-0.17,177650,177.65
1020,Exit long,2008-03-05 18:00,S1 Trail,1736.25,10,17432.5,-3500,-0.40,3375,0.39,-3500,-0.40,174150,174.15
1020,Entry long,2008-03-05 15:30,S1 Trend,1743.25,10,17432.5,-3500,-0.40,3375,0.39,-3500,-0.40,174150,174.15
1021,Exit short,2008-03-05 19:30,S3 Scalp,1738.25,7,12108.25,-2975,-0.49,1137.5,0.19,-2975,-0.49,171175,171.18
1021,Entry short,2008-03-05 19:00,S3 Hedge,1729.75,7,12108.25,-2975,-0.49,1137.5,0.19,-2975,-0.49,171175,171.18
1022,Exit short,2008-03-06 21:00,EOD,1710.25,8,13762,4000,0.58,4700,0.68,-1600,-0.23,175175,175.18
1022,Entry short,2008-03-06 17:30,S3 Hedge,1720.25,8,13762,4000,0.58,4700,0.68,-1600,-0.23,175175,175.18
1023,Exit long,2008-03-12 17:30,S1 Trail,1722.75,9,15621.75,-5850,-0.75,337.5,0.04,-5850,-0.75,169325,169.33
1023,Entry long,2008-03-12 15:30,S1 Trend,1735.75,9,15621.75,-5850,-0.75,337.5,0.04,-5850,-0.75,169325,169.33
1024,Exit long,2008-03-13 20:00,EOD,1720.75,6,10315.5,450,0.09,2475,0.48,-975,-0.19,169775,169.78
1024,Entry long,2008-03-13 17:30,S1 Trend,1719.25,6,10315.5,450,0.09,2475,0.48,-975,-0.19,169775,169.78
1025,Exit long,2008-03-18 15:00,S1 Climax,1713,2,3416.5,475,0.28,525,0.31,-175,-0.10,170250,170.25
1025,Entry long,2008-03-18 14:30,S1 Trend,1708.25,2,3416.5,475,0.28,525,0.31,-175,-0.10,170250,170.25
1026,Exit long,2008-03-18 15:30,S1 Climax,1715,2,3416.5,675,0.40,725,0.42,-175,-0.10,170925,170.93
1026,Entry long,2008-03-18 14:30,S1 Trend,1708.25,2,3416.5,675,0.40,725,0.42,-175,-0.10,170925,170.93
1027,Exit long,2008-03-18 17:00,S1 Climax,1717.5,1,1708.25,462.5,0.54,525,0.61,-87.5,-0.10,171387.5,171.39
1027,Entry long,2008-03-18 14:30,S1 Trend,1708.25,1,1708.25,462.5,0.54,525,0.61,-87.5,-0.10,171387.5,171.39
1028,Exit long,2008-03-18 17:30,S1 Climax,1719.5,1,1708.25,562.5,0.66,650,0.76,-87.5,-0.10,171950,171.95
1028,Entry long,2008-03-18 14:30,S1 Trend,1708.25,1,1708.25,562.5,0.66,650,0.76,-87.5,-0.10,171950,171.95
1029,Exit long,2008-03-18 18:00,S1 Climax,1719.75,1,1708.25,575,0.67,662.5,0.78,-87.5,-0.10,172525,172.53
1029,Entry long,2008-03-18 14:30,S1 Trend,1708.25,1,1708.25,575,0.67,662.5,0.78,-87.5,-0.10,172525,172.53
1030,Exit long,2008-03-18 18:00,S1 Trail,1708.75,2,3416.5,50,0.03,1325,0.78,-175,-0.10,172575,172.58
1030,Entry long,2008-03-18 14:30,S1 Trend,1708.25,2,3416.5,50,0.03,1325,0.78,-175,-0.10,172575,172.58
1031,Exit long,2008-03-20 20:00,EOD,1734.25,8,13708,8300,1.21,9000,1.31,-1500,-0.22,180875,180.88
1031,Entry long,2008-03-20 14:30,S1 Trend,1713.5,8,13708,8300,1.21,9000,1.31,-1500,-0.22,180875,180.88
1032,Exit long,2008-03-24 16:30,S1 Climax,1760.75,3,5262,1012.5,0.38,1200,0.46,-112.5,-0.04,181887.5,181.89
1032,Entry long,2008-03-24 14:30,S1 Trend,1754,3,5262,1012.5,0.38,1200,0.46,-112.5,-0.04,181887.5,181.89
1033,Exit long,2008-03-24 17:00,S1 Climax,1761.75,2,3508,775,0.44,1100,0.63,-75,-0.04,182662.5,182.66
1033,Entry long,2008-03-24 14:30,S1 Trend,1754,2,3508,775,0.44,1100,0.63,-75,-0.04,182662.5,182.66
1034,Exit long,2008-03-24 17:30,S1 Climax,1762.5,1,1754,425,0.48,550,0.63,-37.5,-0.04,183087.5,183.09
1034,Entry long,2008-03-24 14:30,S1 Trend,1754,1,1754,425,0.48,550,0.63,-37.5,-0.04,183087.5,183.09
1035,Exit long,2008-03-24 18:00,S1 Climax,1763.5,1,1754,475,0.54,550,0.63,-37.5,-0.04,183562.5,183.56
1035,Entry long,2008-03-24 14:30,S1 Trend,1754,1,1754,475,0.54,550,0.63,-37.5,-0.04,183562.5,183.56
1036,Exit long,2008-03-24 19:30,S1 Trail,1752.25,3,5262,-262.5,-0.10,1650,0.63,-262.5,-0.10,183300,183.30
1036,Entry long,2008-03-24 14:30,S1 Trend,1754,3,5262,-262.5,-0.10,1650,0.63,-262.5,-0.10,183300,183.30
1037,Exit long,2008-03-25 20:00,EOD,1757.25,9,15853.5,-1912.5,-0.24,562.5,0.07,-2812.5,-0.35,181387.5,181.39
1037,Entry long,2008-03-25 18:00,S1 Trend,1761.5,9,15853.5,-1912.5,-0.24,562.5,0.07,-2812.5,-0.35,181387.5,181.39
1038,Exit long,2008-04-01 16:00,S1 Climax,1757.25,3,5253,937.5,0.36,1012.5,0.39,-75,-0.03,182325,182.33
1038,Entry long,2008-04-01 15:30,S1 Trend,1751,3,5253,937.5,0.36,1012.5,0.39,-75,-0.03,182325,182.33
1039,Exit long,2008-04-01 16:30,S1 Climax,1755.25,2,3502,425,0.24,725,0.41,-50,-0.03,182750,182.75
1039,Entry long,2008-04-01 15:30,S1 Trend,1751,2,3502,425,0.24,725,0.41,-50,-0.03,182750,182.75
1040,Exit long,2008-04-01 17:00,S1 Climax,1758.75,1,1751,387.5,0.44,412.5,0.47,-25,-0.03,183137.5,183.14
1040,Entry long,2008-04-01 15:30,S1 Trend,1751,1,1751,387.5,0.44,412.5,0.47,-25,-0.03,183137.5,183.14
1041,Exit long,2008-04-01 17:30,S1 Climax,1763.25,1,1751,612.5,0.70,650,0.74,-25,-0.03,183750,183.75
1041,Entry long,2008-04-01 15:30,S1 Trend,1751,1,1751,612.5,0.70,650,0.74,-25,-0.03,183750,183.75
1042,Exit long,2008-04-01 18:30,S1 Climax,1765.5,1,1751,725,0.83,762.5,0.87,-25,-0.03,184475,184.48
1042,Entry long,2008-04-01 15:30,S1 Trend,1751,1,1751,725,0.83,762.5,0.87,-25,-0.03,184475,184.48
1043,Exit long,2008-04-01 21:00,EOD,1775.75,3,5253,3712.5,1.41,3750,1.43,-75,-0.03,188187.5,188.19
1043,Entry long,2008-04-01 15:30,S1 Trend,1751,3,5253,3712.5,1.41,3750,1.43,-75,-0.03,188187.5,188.19
1044,Exit long,2008-04-02 19:30,S1 Trail,1771.25,11,19604.75,-6050,-0.62,550,0.06,-6050,-0.62,182137.5,182.14
1044,Entry long,2008-04-02 16:00,S1 Trend,1782.25,11,19604.75,-6050,-0.62,550,0.06,-6050,-0.62,182137.5,182.14
1045,Exit long,2008-04-03 21:00,EOD,1774.25,10,17722.5,1000,0.11,4500,0.51,-1000,-0.11,183137.5,183.14
1045,Entry long,2008-04-03 17:00,S1 Trend,1772.25,10,17722.5,1000,0.11,4500,0.51,-1000,-0.11,183137.5,183.14
1046,Exit long,2008-04-07 19:00,S1 Trail,1783,13,23237.5,-2925,-0.25,3250,0.28,-2925,-0.25,180212.5,180.21
1046,Entry long,2008-04-07 17:00,S1 Trend,1787.5,13,23237.5,-2925,-0.25,3250,0.28,-2925,-0.25,180212.5,180.21
1047,Exit long,2008-04-10 20:30,S1 Trail,1761,10,17715,-5250,-0.59,625,0.07,-5250,-0.59,174962.5,174.96
1047,Entry long,2008-04-10 17:00,S1 Trend,1771.5,10,17715,-5250,-0.59,625,0.07,-5250,-0.59,174962.5,174.96
1048,Exit short,2008-04-11 21:00,EOD,1738,9,15705,3150,0.40,4387.5,0.56,-1462.5,-0.19,178112.5,178.11
1048,Entry short,2008-04-11 17:30,S3 Hedge,1745,9,15705,3150,0.40,4387.5,0.56,-1462.5,-0.19,178112.5,178.11
1049,Exit long,2008-04-16 21:00,EOD,1767.75,13,22844.25,6825,0.60,8937.5,0.78,-650,-0.06,184937.5,184.94
1049,Entry long,2008-04-16 15:30,S1 Trend,1757.25,13,22844.25,6825,0.60,8937.5,0.78,-650,-0.06,184937.5,184.94
1050,Exit long,2008-04-18 21:00,EOD,1795.75,12,21531,900,0.08,4500,0.42,-1800,-0.17,185837.5,185.84
1050,Entry long,2008-04-18 16:00,S1 Trend,1794.25,12,21531,900,0.08,4500,0.42,-1800,-0.17,185837.5,185.84
1051,Exit long,2008-04-23 17:30,S1 Trail,1780.5,12,21474,-5400,-0.50,1050,0.10,-5400,-0.50,180437.5,180.44
1051,Entry long,2008-04-23 16:00,S1 Trend,1789.5,12,21474,-5400,-0.50,1050,0.10,-5400,-0.50,180437.5,180.44
1052,Exit long,2008-04-24 21:00,EOD,1793.25,8,14318,1400,0.20,5200,0.73,-100,-0.01,181837.5,181.84
1052,Entry long,2008-04-24 17:00,S1 Trend,1789.75,8,14318,1400,0.20,5200,0.73,-100,-0.01,181837.5,181.84
1053,Exit long,2008-04-25 17:30,S2 FairVal,1793,10,17910,1000,0.11,1000,0.11,-1125,-0.13,182837.5,182.84
1053,Entry long,2008-04-25 17:00,S2 VWAP,1791,10,17910,1000,0.11,1000,0.11,-1125,-0.13,182837.5,182.84
1054,Exit long,2008-04-30 19:30,S1 Trail,1799.75,14,25235,-1925,-0.15,5600,0.44,-3150,-0.25,180912.5,180.91
1054,Entry long,2008-04-30 16:30,S1 Trend,1802.5,14,25235,-1925,-0.15,5600,0.44,-3150,-0.25,180912.5,180.91
1055,Exit long,2008-05-01 18:30,S1 Climax,1811,4,7182,3100,0.86,3750,1.04,-700,-0.19,184012.5,184.01
1055,Entry long,2008-05-01 15:30,S1 Trend,1795.5,4,7182,3100,0.86,3750,1.04,-700,-0.19,184012.5,184.01
1056,Exit long,2008-05-01 21:00,EOD,1813.5,12,21546,10800,1.00,11550,1.07,-2100,-0.19,194812.5,194.81
1056,Entry long,2008-05-01 15:30,S1 Trend,1795.5,12,21546,10800,1.00,11550,1.07,-2100,-0.19,194812.5,194.81
1057,Exit long,2008-05-05 21:00,EOD,1811,15,27183.75,-937.5,-0.07,1687.5,0.12,-3375,-0.25,193875,193.88
1057,Entry long,2008-05-05 15:30,S1 Trend,1812.25,15,27183.75,-937.5,-0.07,1687.5,0.12,-3375,-0.25,193875,193.88
1058,Exit long,2008-05-06 21:00,EOD,1822.25,13,23624.25,3250,0.28,5525,0.47,-1462.5,-0.12,197125,197.13
1058,Entry long,2008-05-06 17:30,S1 Trend,1817.25,13,23624.25,3250,0.28,5525,0.47,-1462.5,-0.12,197125,197.13
1059,Exit long,2008-05-12 21:00,EOD,1807.5,18,32364,8550,0.53,9225,0.57,-900,-0.06,205675,205.68
1059,Entry long,2008-05-12 16:00,S1 Trend,1798,18,32364,8550,0.53,9225,0.57,-900,-0.06,205675,205.68
1060,Exit long,2008-05-14 20:30,S1 Trail,1816.75,16,29104,-1800,-0.12,4800,0.33,-1800,-0.12,203875,203.87
1060,Entry long,2008-05-14 16:00,S1 Trend,1819,16,29104,-1800,-0.12,4800,0.33,-1800,-0.12,203875,203.87
1061,Exit long,2008-05-15 21:00,EOD,1828.25,17,30850.75,11475,0.74,12112.5,0.79,-1700,-0.11,215350,215.35
1061,Entry long,2008-05-15 16:30,S1 Trend,1814.75,17,30850.75,11475,0.74,12112.5,0.79,-1700,-0.11,215350,215.35
1062,Exit long,2008-05-19 19:00,S1 Trail,1836.25,19,35036,-7362.5,-0.42,237.5,0.01,-7362.5,-0.42,207987.5,207.99
1062,Entry long,2008-05-19 18:30,S1 Trend,1844,19,35036,-7362.5,-0.42,237.5,0.01,-7362.5,-0.42,207987.5,207.99
1063,Exit short,2008-05-23 21:00,EOD,1780,17,30328,3400,0.22,6162.5,0.41,-850,-0.06,211387.5,211.39
1063,Entry short,2008-05-23 15:30,S3 Hedge,1784,17,30328,3400,0.22,6162.5,0.41,-850,-0.06,211387.5,211.39
1064,Exit long,2008-05-29 21:00,EOD,1801.75,16,28752,3800,0.26,10800,0.75,-4200,-0.29,215187.5,215.19
1064,Entry long,2008-05-29 15:30,S1 Trend,1797,16,28752,3800,0.26,10800,0.75,-4200,-0.29,215187.5,215.19
1065,Exit short,2008-06-02 19:00,S3 Scalp,1786.25,15,26722.5,-3562.5,-0.27,375,0.03,-3562.5,-0.27,211625,211.63
1065,Entry short,2008-06-02 18:00,S3 Hedge,1781.5,15,26722.5,-3562.5,-0.27,375,0.03,-3562.5,-0.27,211625,211.63
1066,Exit long,2008-06-04 19:00,S1 Trail,1781.25,13,23244,-4387.5,-0.38,2600,0.22,-4387.5,-0.38,207237.5,207.24
1066,Entry long,2008-06-04 16:00,S1 Trend,1788,13,23244,-4387.5,-0.38,2600,0.22,-4387.5,-0.38,207237.5,207.24
1067,Exit long,2008-06-05 21:00,EOD,1807,12,21546,6900,0.64,7950,0.74,-1200,-0.11,214137.5,214.14
