Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
3545,Exit short,2022-05-08 12:00,Short Exit,2567.39,755.8959,2012489.685,71810.11,3.57,104336.31,5.18,-725.66,-0.04,2708022.2,2708.02
3545,Entry short,2022-05-07 22:15,Short,2662.39,755.8959,2012489.685,71810.11,3.57,104336.31,5.18,-725.66,-0.04,2708022.2,2708.02
3546,Exit short,2022-05-08 19:45,Short Exit,2568.67,514.8528,1301074.214,-21412.73,-1.65,20063.81,1.54,-21659.86,-1.66,2686609.8,2686.61
3546,Entry short,2022-05-08 15:00,Short,2527.08,514.8528,1301074.214,-21412.73,-1.65,20063.81,1.54,-21659.86,-1.66,2686609.8,2686.61
3547,Exit short,2022-05-10 02:30,Short Exit,2325.09,495.0526,1233651.277,82609.43,6.70,145515.77,11.80,-450.5,-0.04,2769219,2769.22
3547,Entry short,2022-05-09 03:15,Short,2491.96,495.0526,1233651.277,82609.43,6.70,145515.77,11.80,-450.5,-0.04,2769219,2769.22
3548,Exit long,2022-05-10 12:15,Long Exit,2379.02,218.4781,525581.8413,-5818.07,-1.11,7052.47,1.34,-12422.66,-2.36,2763401,2763.40
3548,Entry long,2022-05-10 07:00,Long,2405.65,218.4781,525581.8413,-5818.07,-1.11,7052.47,1.34,-12422.66,-2.36,2763401,2763.40
3549,Exit long,2022-05-10 16:00,Stop Hit,2358.86,267.455,649896.9282,-19008.03,-2.92,7095.58,1.09,-22345.86,-3.44,2744393,2744.39
3549,Entry long,2022-05-10 13:45,Long,2429.93,267.455,649896.9282,-19008.03,-2.92,7095.58,1.09,-22345.86,-3.44,2744393,2744.39
3550,Exit short,2022-05-11 01:30,Stop Hit,2372.64,261.0596,605692.2097,-13708.24,-2.26,16070.83,2.65,-16196.14,-2.67,2730684.8,2730.68
3550,Entry short,2022-05-10 22:15,Short,2320.13,261.0596,605692.2097,-13708.24,-2.26,16070.83,2.65,-16196.14,-2.67,2730684.8,2730.68
3551,Exit long,2022-05-11 13:45,Stop Hit,2268.33,216.1173,522660.2395,-32434.88,-6.21,7440.92,1.42,-35441.07,-6.78,2698249.8,2698.25
3551,Entry long,2022-05-11 10:45,Long,2418.41,216.1173,522660.2395,-32434.88,-6.21,7440.92,1.42,-35441.07,-6.78,2698249.8,2698.25
3552,Exit short,2022-05-12 11:45,Short Exit,1940.27,179.6982,407614.818,58951.79,14.46,103153.95,25.31,-19766.8,-4.85,2757201.8,2757.20
3552,Entry short,2022-05-11 13:45,Short,2268.33,179.6982,407614.818,58951.79,14.46,103153.95,25.31,-19766.8,-4.85,2757201.8,2757.20
3553,Exit long,2022-05-13 17:45,Long Exit,2060.28,204.113,421152.4763,-622.54,-0.15,16661.74,3.96,-4961.99,-1.18,2756579,2756.58
3553,Entry long,2022-05-13 03:30,Long,2063.33,204.113,421152.4763,-622.54,-0.15,16661.74,3.96,-4961.99,-1.18,2756579,2756.58
3554,Exit short,2022-05-14 18:00,Short Exit,2002.72,270.7952,556375.8179,14048.85,2.53,28872.18,5.19,-7154.41,-1.29,2770628,2770.63
3554,Entry short,2022-05-13 19:15,Short,2054.6,270.7952,556375.8179,14048.85,2.53,28872.18,5.19,-7154.41,-1.29,2770628,2770.63
3555,Exit long,2022-05-15 04:30,Long Exit,2001.11,421.8591,867426.6814,-23240.22,-2.68,7964.7,0.92,-23860.35,-2.75,2747387.8,2747.39
3555,Entry long,2022-05-15 00:00,Long,2056.2,421.8591,867426.6814,-23240.22,-2.68,7964.7,0.92,-23860.35,-2.75,2747387.8,2747.39
3556,Exit long,2022-05-16 03:00,Long Exit,2087.66,507.4195,1051307.239,8012.15,0.76,44449.95,4.23,-12553.56,-1.19,2755400,2755.40
3556,Entry long,2022-05-15 12:45,Long,2071.87,507.4195,1051307.239,8012.15,0.76,44449.95,4.23,-12553.56,-1.19,2755400,2755.40
3557,Exit short,2022-05-16 13:45,Short Exit,2025.44,481.004,981878.2752,7633.53,0.78,24329.18,2.48,-7469.99,-0.76,2763033.5,2763.03
3557,Entry short,2022-05-16 07:15,Short,2041.31,481.004,981878.2752,7633.53,0.78,24329.18,2.48,-7469.99,-0.76,2763033.5,2763.03
3558,Exit short,2022-05-16 20:15,Short Exit,2024.92,332.2348,668752.1066,-3996.78,-0.60,10555.1,1.58,-9312.54,-1.39,2759036.8,2759.04
3558,Entry short,2022-05-16 15:15,Short,2012.89,332.2348,668752.1066,-3996.78,-0.60,10555.1,1.58,-9312.54,-1.39,2759036.8,2759.04
3559,Exit long,2022-05-17 15:45,Stop Hit,2051.02,476.0222,977168.8517,-837.8,-0.09,31469.83,3.22,-2299.19,-0.24,2758198.8,2758.20
3559,Entry long,2022-05-17 04:15,Long,2052.78,476.0222,977168.8517,-837.8,-0.09,31469.83,3.22,-2299.19,-0.24,2758198.8,2758.20
3560,Exit short,2022-05-17 22:45,Short Exit,2076.17,433.7878,874360.0412,-26257.18,-3.00,2585.38,0.30,-28044.38,-3.21,2731941.8,2731.94
3560,Entry short,2022-05-17 19:30,Short,2015.64,433.7878,874360.0412,-26257.18,-3.00,2585.38,0.30,-28044.38,-3.21,2731941.8,2731.94
3561,Exit short,2022-05-19 08:00,Short Exit,1963.91,529.2661,1058119.372,18688.39,1.77,51846.91,4.90,-2154.11,-0.20,2750630,2750.63
3561,Entry short,2022-05-18 14:00,Short,1999.22,529.2661,1058119.372,18688.39,1.77,51846.91,4.90,-2154.11,-0.20,2750630,2750.63
3562,Exit long,2022-05-20 07:45,Long Exit,2005.47,469.6728,926542.3195,15372.39,1.66,37029,4.00,-14423.65,-1.56,2766002.5,2766.00
3562,Entry long,2022-05-19 14:15,Long,1972.74,469.6728,926542.3195,15372.39,1.66,37029,4.00,-14423.65,-1.56,2766002.5,2766.00
3563,Exit long,2022-05-20 15:30,Stop Hit,2009.82,597.4794,1219945.389,-19119.34,-1.57,10455.89,0.86,-21557.06,-1.77,2746883,2746.88
3563,Entry long,2022-05-20 12:15,Long,2041.82,597.4794,1219945.389,-19119.34,-1.57,10455.89,0.86,-21557.06,-1.77,2746883,2746.88
3564,Exit short,2022-05-21 00:30,Short Exit,1966.78,464.217,920379.8351,7367.12,0.80,28725.75,3.12,0,0.00,2754250.2,2754.25
3564,Entry short,2022-05-20 16:00,Short,1982.65,464.217,920379.8351,7367.12,0.80,28725.75,3.12,0,0.00,2754250.2,2754.25
3565,Exit long,2022-05-21 12:30,Long Exit,1960.22,705.7217,1397625.369,-14255.58,-1.02,3196.92,0.23,-14361.44,-1.03,2739994.8,2739.99
3565,Entry long,2022-05-21 08:45,Long,1980.42,705.7217,1397625.369,-14255.58,-1.02,3196.92,0.23,-14361.44,-1.03,2739994.8,2739.99
3566,Exit long,2022-05-21 23:00,Long Exit,1964.11,718.0533,1424158.193,-13822.53,-0.97,2678.34,0.19,-13822.53,-0.97,2726172,2726.17
3566,Entry long,2022-05-21 17:15,Long,1983.36,718.0533,1424158.193,-13822.53,-0.97,2678.34,0.19,-13822.53,-0.97,2726172,2726.17
3567,Exit long,2022-05-22 16:30,Stop Hit,1993.74,1381.8049,2745494.338,9465.36,0.34,67362.99,2.45,-3109.06,-0.11,2735637.5,2735.64
3567,Entry long,2022-05-22 10:15,Long,1986.89,1381.8049,2745494.338,9465.36,0.34,67362.99,2.45,-3109.06,-0.11,2735637.5,2735.64
3568,Exit long,2022-05-23 14:45,Long Exit,2064.38,729.2576,1487094.805,18370,1.24,32882.23,2.21,-14752.88,-0.99,2754007.5,2754.01
3568,Entry long,2022-05-22 23:30,Long,2039.19,729.2576,1487094.805,18370,1.24,32882.23,2.21,-14752.88,-0.99,2754007.5,2754.01
3569,Exit short,2022-05-24 05:30,Short Exit,1986.29,530.8264,1063553.159,9177.99,0.86,24444.56,2.30,-2638.21,-0.25,2763185.5,2763.19
3569,Entry short,2022-05-23 20:15,Short,2003.58,530.8264,1063553.159,9177.99,0.86,24444.56,2.30,-2638.21,-0.25,2763185.5,2763.19
3570,Exit short,2022-05-24 17:30,Stop Hit,1961.23,837.6032,1648218.825,5486.3,0.33,47567.48,2.89,-11692.94,-0.71,2768671.8,2768.67
3570,Entry short,2022-05-24 10:15,Short,1967.78,837.6032,1648218.825,5486.3,0.33,47567.48,2.89,-11692.94,-0.71,2768671.8,2768.67
3571,Exit long,2022-05-25 07:30,Stop Hit,1973.51,602.3292,1195587.322,-6884.62,-0.58,20057.56,1.68,-9848.08,-0.82,2761787.2,2761.79
3571,Entry long,2022-05-24 23:15,Long,1984.94,602.3292,1195587.322,-6884.62,-0.58,20057.56,1.68,-9848.08,-0.82,2761787.2,2761.79
3572,Exit short,2022-05-25 14:45,Stop Hit,1977.39,739.7511,1443402.346,-19374.08,-1.34,11983.97,0.83,-21992.8,-1.52,2742413,2742.41
3572,Entry short,2022-05-25 12:15,Short,1951.2,739.7511,1443402.346,-19374.08,-1.34,11983.97,0.83,-21992.8,-1.52,2742413,2742.41
3573,Exit short,2022-05-26 15:30,Stop Hit,1843.91,718.1229,1392971.714,68817.72,4.94,145692.78,10.46,-5888.61,-0.42,2811230.8,2811.23
3573,Entry short,2022-05-26 04:15,Short,1939.74,718.1229,1392971.714,68817.72,4.94,145692.78,10.46,-5888.61,-0.42,2811230.8,2811.23
3574,Exit short,2022-05-27 08:30,Short Exit,1788.44,392.026,680823.7137,-20291.27,-2.98,7766.04,1.14,-23380.43,-3.43,2790939.5,2790.94
3574,Entry short,2022-05-27 03:15,Short,1736.68,392.026,680823.7137,-20291.27,-2.98,7766.04,1.14,-23380.43,-3.43,2790939.5,2790.94
3575,Exit short,2022-05-28 05:00,Short Exit,1762.84,376.5408,646080.0009,-17701.18,-2.74,3547.01,0.55,-19873.82,-3.08,2773238.2,2773.24
3575,Entry short,2022-05-27 19:45,Short,1715.83,376.5408,646080.0009,-17701.18,-2.74,3547.01,0.55,-19873.82,-3.08,2773238.2,2773.24
3576,Exit long,2022-05-28 18:15,Long Exit,1772.53,513.271,911661.6848,-1873.44,-0.21,15747.15,1.73,-14032.83,-1.54,2771365,2771.37
3576,Entry long,2022-05-28 06:45,Long,1776.18,513.271,911661.6848,-1873.44,-0.21,15747.15,1.73,-14032.83,-1.54,2771365,2771.37
3577,Exit short,2022-05-29 09:30,Short Exit,1791.96,794.9907,1404200.023,-20391.51,-1.45,2973.27,0.21,-22116.64,-1.58,2750973.5,2750.97
3577,Entry short,2022-05-29 03:15,Short,1766.31,794.9907,1404200.023,-20391.51,-1.45,2973.27,0.21,-22116.64,-1.58,2750973.5,2750.97
3578,Exit long,2022-05-29 20:15,Long Exit,1788.13,831.9164,1510277.671,-22703,-1.50,5307.63,0.35,-24117.26,-1.60,2728270.5,2728.27
3578,Entry long,2022-05-29 13:15,Long,1815.42,831.9164,1510277.671,-22703,-1.50,5307.63,0.35,-24117.26,-1.60,2728270.5,2728.27
3579,Exit long,2022-05-30 13:30,Long Exit,1879.55,851.995,1545169.612,56197.59,3.64,86400.81,5.59,-9414.54,-0.61,2784468,2784.47
3579,Entry long,2022-05-29 23:45,Long,1813.59,851.995,1545169.612,56197.59,3.64,86400.81,5.59,-9414.54,-0.61,2784468,2784.47
3580,Exit long,2022-05-31 07:15,Long Exit,1972.25,553.116,1055428.295,35454.73,3.36,56495.27,5.35,-8556.7,-0.81,2819922.8,2819.92
3580,Entry long,2022-05-30 15:15,Long,1908.15,553.116,1055428.295,35454.73,3.36,56495.27,5.35,-8556.7,-0.81,2819922.8,2819.92
3581,Exit short,2022-05-31 17:00,Stop Hit,1989.75,734.8055,1442673.03,-19406.21,-1.35,25167.09,1.74,-22176.43,-1.54,2800516.5,2800.52
3581,Entry short,2022-05-31 14:00,Short,1963.34,734.8055,1442673.03,-19406.21,-1.35,25167.09,1.74,-22176.43,-1.54,2800516.5,2800.52
3582,Exit short,2022-06-01 11:00,Short Exit,1942.67,442.5318,854851.954,-4841.3,-0.57,9479.03,1.11,-11258.01,-1.32,2795675.2,2795.68
3582,Entry short,2022-05-31 20:00,Short,1931.73,442.5318,854851.954,-4841.3,-0.57,9479.03,1.11,-11258.01,-1.32,2795675.2,2795.68
3583,Exit long,2022-06-01 15:30,Long Exit,1922.56,703.7367,1378380.925,-25404.89,-1.84,7375.16,0.54,-26615.32,-1.93,2770270.2,2770.27
3583,Entry long,2022-06-01 13:45,Long,1958.66,703.7367,1378380.925,-25404.89,-1.84,7375.16,0.54,-26615.32,-1.93,2770270.2,2770.27
3584,Exit short,2022-06-02 08:30,Short Exit,1832.93,514.0629,978343.9488,36102.64,3.69,69789.18,7.13,-7638.97,-0.78,2806373,2806.37
3584,Entry short,2022-06-01 15:45,Short,1903.16,514.0629,978343.9488,36102.64,3.69,69789.18,7.13,-7638.97,-0.78,2806373,2806.37
3585,Exit short,2022-06-02 23:15,Stop Hit,1838.12,615.2655,1105859.752,-25072.07,-2.27,9321.27,0.84,-32719.82,-2.96,2781300.8,2781.30
3585,Entry short,2022-06-02 14:15,Short,1797.37,615.2655,1105859.752,-25072.07,-2.27,9321.27,0.84,-32719.82,-2.96,2781300.8,2781.30
3586,Exit long,2022-06-03 05:15,Long Exit,1823.52,569.9819,1047695.13,-8321.73,-0.79,4514.26,0.43,-10641.56,-1.02,2772979.2,2772.98
3586,Entry long,2022-06-02 23:15,Long,1838.12,569.9819,1047695.13,-8321.73,-0.79,4514.26,0.43,-10641.56,-1.02,2772979.2,2772.98
3587,Exit short,2022-06-03 22:45,Short Exit,1772.86,770.6884,1382607.283,16284.65,1.18,43513.07,3.15,-5556.66,-0.40,2789263.8,2789.26
3587,Entry short,2022-06-03 10:15,Short,1793.99,770.6884,1382607.283,16284.65,1.18,43513.07,3.15,-5556.66,-0.40,2789263.8,2789.26
3588,Exit long,2022-06-05 10:15,Stop Hit,1778.47,972.9748,1741712.46,-11305.97,-0.65,22028.15,1.26,-22816.26,-1.31,2777957.8,2777.96
3588,Entry long,2022-06-04 15:30,Long,1790.09,972.9748,1741712.46,-11305.97,-0.65,22028.15,1.26,-22816.26,-1.31,2777957.8,2777.96
3589,Exit long,2022-06-06 00:45,Long Exit,1804.68,1094.0875,1964915.505,9562.33,0.49,35667.25,1.82,-1345.73,-0.07,2787520.2,2787.52
3589,Entry long,2022-06-05 16:30,Long,1795.94,1094.0875,1964915.505,9562.33,0.49,35667.25,1.82,-1345.73,-0.07,2787520.2,2787.52
3590,Exit long,2022-06-06 16:00,Long Exit,1892.09,791.125,1452299.808,44579.9,3.07,65354.84,4.50,-363.92,-0.03,2832100,2832.10
3590,Entry long,2022-06-06 02:00,Long,1835.74,791.125,1452299.808,44579.9,3.07,65354.84,4.50,-363.92,-0.03,2832100,2832.10
3591,Exit short,2022-06-06 23:15,Short Exit,1869.97,543.7314,1008078.016,-8683.39,-0.86,6019.11,0.60,-11233.49,-1.11,2823416.8,2823.42
3591,Entry short,2022-06-06 17:30,Short,1854,543.7314,1008078.016,-8683.39,-0.86,6019.11,0.60,-11233.49,-1.11,2823416.8,2823.42
3592,Exit short,2022-06-07 09:15,Short Exit,1764.98,555.8603,1003955.964,22873.65,2.28,45797.33,4.56,-122.29,-0.01,2846290.2,2846.29
3592,Entry short,2022-06-07 01:30,Short,1806.13,555.8603,1003955.964,22873.65,2.28,45797.33,4.56,-122.29,-0.01,2846290.2,2846.29
3593,Exit long,2022-06-08 00:00,Stop Hit,1800.08,629.4164,1125579.054,7420.82,0.66,53884.34,4.79,-17598.48,-1.56,2853711,2853.71
3593,Entry long,2022-06-07 15:45,Long,1788.29,629.4164,1125579.054,7420.82,0.66,53884.34,4.79,-17598.48,-1.56,2853711,2853.71
3594,Exit short,2022-06-09 06:15,Short Exit,1800.73,563.5506,1010170.086,-4632.39,-0.46,9090.07,0.90,-9738.15,-0.96,2849078.8,2849.08
3594,Entry short,2022-06-08 19:45,Short,1792.51,563.5506,1010170.086,-4632.39,-0.46,9090.07,0.90,-9738.15,-0.96,2849078.8,2849.08
3595,Exit long,2022-06-09 13:30,Long Exit,1796.08,982.6878,1779175.916,-14190.01,-0.80,21088.48,1.19,-16440.37,-0.92,2834888.8,2834.89
3595,Entry long,2022-06-09 09:00,Long,1810.52,982.6878,1779175.916,-14190.01,-0.80,21088.48,1.19,-16440.37,-0.92,2834888.8,2834.89
3596,Exit short,2022-06-10 04:15,Short Exit,1798.63,815.5713,1445118.942,-21792.06,-1.51,27019.88,1.87,-25176.69,-1.74,2813096.8,2813.10
3596,Entry short,2022-06-10 01:15,Short,1771.91,815.5713,1445118.942,-21792.06,-1.51,27019.88,1.87,-25176.69,-1.74,2813096.8,2813.10
3597,Exit short,2022-06-12 09:45,Short Exit,1471.37,709.7597,1234343.094,190023.97,15.39,222296.73,18.01,-4386.31,-0.36,3003120.5,3003.12
3597,Entry short,2022-06-10 13:45,Short,1739.1,709.7597,1234343.094,190023.97,15.39,222296.73,18.01,-4386.31,-0.36,3003120.5,3003.12
3598,Exit long,2022-06-12 22:00,Long Exit,1476.53,411.0027,629134.163,-22276.35,-3.54,5075.88,0.81,-22699.68,-3.61,2980844.2,2980.84
3598,Entry long,2022-06-12 16:30,Long,1530.73,411.0027,629134.163,-22276.35,-3.54,5075.88,0.81,-22699.68,-3.61,2980844.2,2980.84
3599,Exit short,2022-06-13 17:15,Short Exit,1255.49,508.0555,728505.862,90647.27,12.44,134152.06,18.41,-8896.05,-1.22,3071491.5,3071.49
3599,Entry short,2022-06-13 01:15,Short,1433.91,508.0555,728505.862,90647.27,12.44,134152.06,18.41,-8896.05,-1.22,3071491.5,3071.49
3600,Exit short,2022-06-14 06:30,Stop Hit,1222.51,320.6238,376454.0223,-15511.78,-4.12,31501.29,8.37,-23245.22,-6.17,3055979.8,3055.98
3600,Entry short,2022-06-14 02:00,Short,1174.13,320.6238,376454.0223,-15511.78,-4.12,31501.29,8.37,-23245.22,-6.17,3055979.8,3055.98
3601,Exit long,2022-06-14 21:30,Long Exit,1179.06,300.2909,374438.729,-20377.74,-5.44,4996.84,1.33,-20527.89,-5.48,3035602,3035.60
3601,Entry long,2022-06-14 17:00,Long,1246.92,300.2909,374438.729,-20377.74,-5.44,4996.84,1.33,-20527.89,-5.48,3035602,3035.60
3602,Exit short,2022-06-15 12:45,Stop Hit,1114.52,412.4055,470542.3033,10908.13,2.32,52239.41,11.10,-3220.89,-0.68,3046510.2,3046.51
3602,Entry short,2022-06-15 05:15,Short,1140.97,412.4055,470542.3033,10908.13,2.32,52239.41,11.10,-3220.89,-0.68,3046510.2,3046.51
3603,Exit long,2022-06-16 05:45,Long Exit,1195.43,224.1529,267699.0839,260.02,0.10,13314.68,4.97,-10167.58,-3.80,3046770.2,3046.77
3603,Entry long,2022-06-15 19:45,Long,1194.27,224.1529,267699.0839,260.02,0.10,13314.68,4.97,-10167.58,-3.80,3046770.2,3046.77
3604,Exit short,2022-06-17 08:30,Short Exit,1112.71,458.1607,520026.1393,10226.15,1.97,38948.24,7.49,-5717.85,-1.10,3056996.2,3057.00
3604,Entry short,2022-06-16 10:15,Short,1135.03,458.1607,520026.1393,10226.15,1.97,38948.24,7.49,-5717.85,-1.10,3056996.2,3057.00
3605,Exit short,2022-06-18 22:30,Stop Hit,943.58,736.9399,756343.5276,60981.78,8.06,105183.43,13.91,-2800.37,-0.37,3117978,3117.98
3605,Entry short,2022-06-18 08:00,Short,1026.33,736.9399,756343.5276,60981.78,8.06,105183.43,13.91,-2800.37,-0.37,3117978,3117.98
3606,Exit long,2022-06-20 02:00,Long Exit,1087.65,410.9852,431665.9753,15342.08,3.55,42594.51,9.87,-13089.88,-3.03,3133320.2,3133.32
3606,Entry long,2022-06-19 11:30,Long,1050.32,410.9852,431665.9753,15342.08,3.55,42594.51,9.87,-13089.88,-3.03,3133320.2,3133.32
3607,Exit long,2022-06-20 18:00,Long Exit,1107.88,476.0201,551888.1835,-24515.03,-4.44,1470.9,0.27,-27052.22,-4.90,3108805,3108.81
3607,Entry long,2022-06-20 12:00,Long,1159.38,476.0201,551888.1835,-24515.03,-4.44,1470.9,0.27,-27052.22,-4.90,3108805,3108.81
3608,Exit long,2022-06-21 12:45,Long Exit,1141.1,630.7023,714245.1267,5449.27,0.76,25511.91,3.57,-126.14,-0.02,3114254.5,3114.25
3608,Entry long,2022-06-21 06:30,Long,1132.46,630.7023,714245.1267,5449.27,0.76,25511.91,3.57,-126.14,-0.02,3114254.5,3114.25
3609,Exit long,2022-06-21 20:00,Long Exit,1142.27,616.9184,729425.8086,-24738.43,-3.39,5959.43,0.82,-25725.5,-3.53,3089516,3089.52
3609,Entry long,2022-06-21 15:00,Long,1182.37,616.9184,729425.8086,-24738.43,-3.39,5959.43,0.82,-25725.5,-3.53,3089516,3089.52
3610,Exit short,2022-06-22 12:30,Short Exit,1099.82,713.6678,802969.0518,18062.93,2.25,41863.75,5.21,-10226.86,-1.27,3107579,3107.58
3610,Entry short,2022-06-21 21:00,Short,1125.13,713.6678,802969.0518,18062.93,2.25,41863.75,5.21,-10226.86,-1.27,3107579,3107.58
3611,Exit short,2022-06-23 02:00,Short Exit,1077.66,605.4227,642916.5278,-9523.3,-1.48,12126.62,1.89,-15607.8,-2.43,3098055.5,3098.06
3611,Entry short,2022-06-22 17:15,Short,1061.93,605.4227,642916.5278,-9523.3,-1.48,12126.62,1.89,-15607.8,-2.43,3098055.5,3098.06
3612,Exit long,2022-06-23 16:45,Long Exit,1090.98,831.7181,918042.1216,-10654.31,-1.16,19245.96,2.10,-15120.63,-1.65,3087401.2,3087.40
3612,Entry long,2022-06-23 07:45,Long,1103.79,831.7181,918042.1216,-10654.31,-1.16,19245.96,2.10,-15120.63,-1.65,3087401.2,3087.40
3613,Exit long,2022-06-24 07:00,Long Exit,1139.28,781.0866,888251.6815,1624.66,0.18,22565.59,2.54,-12536.44,-1.41,3089026,3089.03
3613,Entry long,2022-06-23 21:15,Long,1137.2,781.0866,888251.6815,1624.66,0.18,22565.59,2.54,-12536.44,-1.41,3089026,3089.03
3614,Exit long,2022-06-25 01:45,Long Exit,1219.96,910.6958,1064703.567,46308.88,4.35,67682.91,6.36,-418.92,-0.04,3135334.8,3135.33
3614,Entry long,2022-06-24 12:15,Long,1169.11,910.6958,1064703.567,46308.88,4.35,67682.91,6.36,-418.92,-0.04,3135334.8,3135.33
3615,Exit short,2022-06-25 20:00,Short Exit,1210.87,836.4999,996697.9958,-16194.64,-1.62,9009.1,0.90,-17223.53,-1.73,3119140.2,3119.14
3615,Entry short,2022-06-25 13:30,Short,1191.51,836.4999,996697.9958,-16194.64,-1.62,9009.1,0.90,-17223.53,-1.73,3119140.2,3119.14
3616,Exit long,2022-06-26 14:15,Stop Hit,1236.74,798.3448,992374.5202,-5029.57,-0.51,31989.68,3.22,-12725.62,-1.28,3114110.5,3114.11
3616,Entry long,2022-06-25 22:45,Long,1243.04,798.3448,992374.5202,-5029.57,-0.51,31989.68,3.22,-12725.62,-1.28,3114110.5,3114.11
3617,Exit short,2022-06-26 22:00,Short Exit,1246.16,743.4415,912024.2945,-14422.76,-1.58,11084.71,1.22,-15173.64,-1.66,3099687.8,3099.69
3617,Entry short,2022-06-26 14:45,Short,1226.76,743.4415,912024.2945,-14422.76,-1.58,11084.71,1.22,-15173.64,-1.66,3099687.8,3099.69
3618,Exit short,2022-06-27 05:30,Short Exit,1221.18,845.1794,1021509.178,-10607,-1.04,11384.57,1.11,-14765.28,-1.45,3089080.8,3089.08
3618,Entry short,2022-06-26 23:30,Short,1208.63,845.1794,1021509.178,-10607,-1.04,11384.57,1.11,-14765.28,-1.45,3089080.8,3089.08
3619,Exit short,2022-06-27 23:15,Short Exit,1212.56,968.4716,1151967.914,-22362.01,-1.94,16667.4,1.45,-24386.11,-2.12,3066718.8,3066.72
3619,Entry short,2022-06-27 14:45,Short,1189.47,968.4716,1151967.914,-22362.01,-1.94,16667.4,1.45,-24386.11,-2.12,3066718.8,3066.72
3620,Exit short,2022-06-28 07:30,Short Exit,1199.53,798.9124,934887.2905,-23432.1,-2.51,5392.66,0.58,-23983.35,-2.57,3043286.8,3043.29
3620,Entry short,2022-06-28 03:00,Short,1170.2,798.9124,934887.2905,-23432.1,-2.51,5392.66,0.58,-23983.35,-2.57,3043286.8,3043.29
3621,Exit long,2022-06-28 15:45,Stop Hit,1201.45,939.7102,1151605.453,-22590.63,-1.96,7583.46,0.66,-26894.51,-2.34,3020696,3020.70
3621,Entry long,2022-06-28 10:00,Long,1225.49,939.7102,1151605.453,-22590.63,-1.96,7583.46,0.66,-26894.51,-2.34,3020696,3020.70
3622,Exit short,2022-06-29 21:15,Short Exit,1115.54,822.0354,965488.7977,48475.43,5.02,72355.55,7.49,-5811.79,-0.60,3069171.5,3069.17
3622,Entry short,2022-06-28 18:15,Short,1174.51,822.0354,965488.7977,48475.43,5.02,72355.55,7.49,-5811.79,-0.60,3069171.5,3069.17
3623,Exit short,2022-06-30 16:30,Short Exit,1037.47,794.3126,860423.2377,36347.75,4.22,68715.98,7.99,-9515.86,-1.11,3105519.2,3105.52
3623,Entry short,2022-06-30 02:30,Short,1083.23,794.3126,860423.2377,36347.75,4.22,68715.98,7.99,-9515.86,-1.11,3105519.2,3105.52
3624,Exit long,2022-07-01 12:00,Long Exit,1036.95,608.4008,648007.6921,-17126.48,-2.64,26343.75,4.07,-18197.27,-2.81,3088392.8,3088.39
3624,Entry long,2022-07-01 01:00,Long,1065.1,608.4008,648007.6921,-17126.48,-2.64,26343.75,4.07,-18197.27,-2.81,3088392.8,3088.39
3625,Exit long,2022-07-02 01:00,Long Exit,1059.04,815.1059,885555.5029,-22325.75,-2.52,0,0.00,-26751.77,-3.02,3066067,3066.07
3625,Entry long,2022-07-01 21:30,Long,1086.43,815.1059,885555.5029,-22325.75,-2.52,0,0.00,-26751.77,-3.02,3066067,3066.07
3626,Exit short,2022-07-02 13:45,Stop Hit,1059.52,805.1028,835849.6759,-17172.84,-2.05,8719.26,1.04,-19105.09,-2.29,3048894.2,3048.89
3626,Entry short,2022-07-02 03:45,Short,1038.19,805.1028,835849.6759,-17172.84,-2.05,8719.26,1.04,-19105.09,-2.29,3048894.2,3048.89
3627,Exit long,2022-07-03 01:45,Long Exit,1060.77,1090.9669,1157526.791,-261.83,-0.02,16953.63,1.46,-4429.33,-0.38,3048632.2,3048.63
3627,Entry long,2022-07-02 17:30,Long,1061.01,1090.9669,1157526.791,-261.83,-0.02,16953.63,1.46,-4429.33,-0.38,3048632.2,3048.63
3628,Exit short,2022-07-03 06:15,Stop Hit,1068.19,1255.1817,1350274.266,9501.73,0.70,9501.73,0.70,-9702.55,-0.72,3058134,3058.13
3628,Entry short,2022-07-03 06:00,Short,1075.76,1255.1817,1350274.266,9501.73,0.70,9501.73,0.70,-9702.55,-0.72,3058134,3058.13
3629,Exit long,2022-07-03 14:00,Long Exit,1053.37,1164.7035,1244124.632,-17260.91,-1.39,4472.46,0.36,-25017.83,-2.01,3040873.2,3040.87
3629,Entry long,2022-07-03 06:15,Long,1068.19,1164.7035,1244124.632,-17260.91,-1.39,4472.46,0.36,-25017.83,-2.01,3040873.2,3040.87
3630,Exit long,2022-07-04 02:45,Long Exit,1070.26,1642.7638,1758923.628,-739.24,-0.04,23885.79,1.36,-6341.07,-0.36,3040134,3040.13
3630,Entry long,2022-07-03 20:45,Long,1070.71,1642.7638,1758923.628,-739.24,-0.04,23885.79,1.36,-6341.07,-0.36,3040134,3040.13
3631,Exit short,2022-07-04 10:45,Short Exit,1063.93,1583.5124,1657462.429,-27283.92,-1.65,2042.73,0.12,-27283.92,-1.65,3012850,3012.85
3631,Entry short,2022-07-04 08:00,Short,1046.7,1583.5124,1657462.429,-27283.92,-1.65,2042.73,0.12,-27283.92,-1.65,3012850,3012.85
