Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
1440,Exit short,2018-11-27 07:00,Short Exit,106.86,1483.4997,164490.4467,5963.67,3.63,12891.61,7.84,-534.06,-0.32,817035.94,817.04
1440,Entry short,2018-11-26 13:45,Short,110.88,1483.4997,164490.4467,5963.67,3.63,12891.61,7.84,-534.06,-0.32,817035.94,817.04
1441,Exit short,2018-11-27 17:30,Short Exit,104.77,1310.8335,133364.2003,-3971.83,-2.98,3565.47,2.67,-5649.69,-4.24,813064.1,813.06
1441,Entry short,2018-11-27 10:15,Short,101.74,1310.8335,133364.2003,-3971.83,-2.98,3565.47,2.67,-5649.69,-4.24,813064.1,813.06
1442,Exit long,2018-11-29 01:30,Long Exit,118.52,1441.332,156254.8021,14571.87,9.33,25583.64,16.37,-1729.6,-1.11,827636,827.64
1442,Entry long,2018-11-27 22:00,Long,108.41,1441.332,156254.8021,14571.87,9.33,25583.64,16.37,-1729.6,-1.11,827636,827.64
1443,Exit short,2018-11-29 08:30,Short Exit,120.09,1358.6479,157671.0888,-5488.94,-3.48,312.49,0.20,-6018.81,-3.82,822147.06,822.15
1443,Entry short,2018-11-29 04:15,Short,116.05,1358.6479,157671.0888,-5488.94,-3.48,312.49,0.20,-6018.81,-3.82,822147.06,822.15
1444,Exit short,2018-11-30 02:45,Short Exit,117.62,1366.6277,157544.8413,-3197.91,-2.03,3006.58,1.91,-3785.56,-2.40,818949.1,818.95
1444,Entry short,2018-11-29 19:15,Short,115.28,1366.6277,157544.8413,-3197.91,-2.03,3006.58,1.91,-3785.56,-2.40,818949.1,818.95
1445,Exit short,2018-11-30 17:00,Short Exit,113.87,1565.923,177199.8467,-1111.81,-0.63,5261.5,2.97,-1597.24,-0.90,817837.3,817.84
1445,Entry short,2018-11-30 10:30,Short,113.16,1565.923,177199.8467,-1111.81,-0.63,5261.5,2.97,-1597.24,-0.90,817837.3,817.84
1446,Exit short,2018-12-01 08:30,Short Exit,111.85,1693.8042,189180.9911,-271.01,-0.14,3133.54,1.66,-1219.54,-0.64,817566.3,817.57
1446,Entry short,2018-11-30 22:00,Short,111.69,1693.8042,189180.9911,-271.01,-0.14,3133.54,1.66,-1219.54,-0.64,817566.3,817.57
1447,Exit long,2018-12-01 20:45,Long Exit,116.66,2498.3278,282510.9076,8944.01,3.17,16364.05,5.79,-149.9,-0.05,826510.3,826.51
1447,Entry long,2018-12-01 10:15,Long,113.08,2498.3278,282510.9076,8944.01,3.17,16364.05,5.79,-149.9,-0.05,826510.3,826.51
1448,Exit long,2018-12-02 05:15,Stop Hit,115.28,2233.9369,264297.0746,-6768.83,-2.56,402.11,0.15,-8578.32,-3.25,819741.5,819.74
1448,Entry long,2018-12-02 02:30,Long,118.31,2233.9369,264297.0746,-6768.83,-2.56,402.11,0.15,-8578.32,-3.25,819741.5,819.74
1449,Exit short,2018-12-02 09:15,Short Exit,116.52,2184.9862,251885.2091,-2709.38,-1.08,2272.39,0.90,-4020.37,-1.60,817032.1,817.03
1449,Entry short,2018-12-02 05:15,Short,115.28,2184.9862,251885.2091,-2709.38,-1.08,2272.39,0.90,-4020.37,-1.60,817032.1,817.03
1450,Exit short,2018-12-02 16:00,Short Exit,115.68,2165.565,247329.1787,-3183.38,-1.29,671.33,0.27,-4980.8,-2.01,813848.75,813.85
1450,Entry short,2018-12-02 10:45,Short,114.21,2165.565,247329.1787,-3183.38,-1.29,671.33,0.27,-4980.8,-2.01,813848.75,813.85
1451,Exit short,2018-12-03 09:30,Short Exit,112.3,2178.8243,249671.4765,4989.51,2.00,10414.78,4.17,-2004.52,-0.80,818838.25,818.84
1451,Entry short,2018-12-02 23:45,Short,114.59,2178.8243,249671.4765,4989.51,2.00,10414.78,4.17,-2004.52,-0.80,818838.25,818.84
1452,Exit short,2018-12-03 21:30,Short Exit,107.24,2037.4465,216825.0565,-1670.71,-0.77,4482.38,2.07,-2037.45,-0.94,817167.56,817.17
1452,Entry short,2018-12-03 15:15,Short,106.42,2037.4465,216825.0565,-1670.71,-0.77,4482.38,2.07,-2037.45,-0.94,817167.56,817.17
1453,Exit long,2018-12-04 06:15,Short,108.42,1900.6132,206064.4831,0,0.00,0,0.00,0,0.00,817167.56,817.17
1453,Entry long,2018-12-04 06:15,Long,108.42,1900.6132,206064.4831,0,0.00,0,0.00,0,0.00,817167.56,817.17
1454,Exit short,2018-12-04 06:30,Stop Hit,109.02,1900.6132,206064.4831,-1140.37,-0.55,684.22,0.33,-1653.53,-0.80,816027.2,816.03
1454,Entry short,2018-12-04 06:15,Short,108.42,1900.6132,206064.4831,-1140.37,-0.55,684.22,0.33,-1653.53,-0.80,816027.2,816.03
1455,Exit long,2018-12-04 16:30,Long Exit,109.77,1872.5746,204148.0829,1404.43,0.69,5973.51,2.93,-1011.19,-0.50,817431.6,817.43
1455,Entry long,2018-12-04 06:30,Long,109.02,1872.5746,204148.0829,1404.43,0.69,5973.51,2.93,-1011.19,-0.50,817431.6,817.43
1456,Exit short,2018-12-05 10:30,Short Exit,106.78,2789.2805,302385.899,4546.53,1.50,9567.23,3.16,-2872.96,-0.95,821978.1,821.98
1456,Entry short,2018-12-04 20:45,Short,108.41,2789.2805,302385.899,4546.53,1.50,9567.23,3.16,-2872.96,-0.95,821978.1,821.98
1457,Exit short,2018-12-06 06:15,Stop Hit,102.72,2554.1567,263614.513,1251.54,0.47,22655.37,8.59,-2298.74,-0.87,823229.7,823.23
1457,Entry short,2018-12-05 16:30,Short,103.21,2554.1567,263614.513,1251.54,0.47,22655.37,8.59,-2298.74,-0.87,823229.7,823.23
1458,Exit short,2018-12-07 14:15,Short Exit,86.55,1368.7432,129633.6685,11168.94,8.62,18026.35,13.91,-2819.61,-2.18,834398.6,834.40
1458,Entry short,2018-12-06 17:30,Short,94.71,1368.7432,129633.6685,11168.94,8.62,18026.35,13.91,-2819.61,-2.18,834398.6,834.40
1459,Exit short,2018-12-07 19:15,Stop Hit,90.29,1559.8429,130122.0947,-10716.12,-8.24,452.35,0.35,-12868.7,-9.89,823682.5,823.68
1459,Entry short,2018-12-07 17:45,Short,83.42,1559.8429,130122.0947,-10716.12,-8.24,452.35,0.35,-12868.7,-9.89,823682.5,823.68
1460,Exit long,2018-12-08 06:15,Long Exit,91.61,1218.0467,109977.4365,1607.82,1.46,7917.3,7.20,-462.86,-0.42,825290.3,825.29
1460,Entry long,2018-12-07 19:15,Long,90.29,1218.0467,109977.4365,1607.82,1.46,7917.3,7.20,-462.86,-0.42,825290.3,825.29
1461,Exit short,2018-12-08 19:15,Short Exit,88.71,1751.5333,155466.0957,87.58,0.06,4571.5,2.94,-4046.04,-2.60,825377.9,825.38
1461,Entry short,2018-12-08 09:15,Short,88.76,1751.5333,155466.0957,87.58,0.06,4571.5,2.94,-4046.04,-2.60,825377.9,825.38
1462,Exit short,2018-12-08 23:00,Stop Hit,91.71,1549.6561,132030.6997,-10088.26,-7.64,2293.49,1.74,-11296.99,-8.56,815289.6,815.29
1462,Entry short,2018-12-08 20:15,Short,85.2,1549.6561,132030.6997,-10088.26,-7.64,2293.49,1.74,-11296.99,-8.56,815289.6,815.29
1463,Exit long,2018-12-09 06:30,Long Exit,89.42,1280.2822,117414.6806,-2931.85,-2.50,1421.11,1.21,-3111.09,-2.65,812357.8,812.36
1463,Entry long,2018-12-08 23:00,Long,91.71,1280.2822,117414.6806,-2931.85,-2.50,1421.11,1.21,-3111.09,-2.65,812357.8,812.36
1464,Exit long,2018-12-09 21:30,Long Exit,93.77,2270.9479,208995.3352,3951.45,1.89,14079.88,6.74,-1067.35,-0.51,816309.25,816.31
1464,Entry long,2018-12-09 13:45,Long,92.03,2270.9479,208995.3352,3951.45,1.89,14079.88,6.74,-1067.35,-0.51,816309.25,816.31
1465,Exit short,2018-12-10 11:15,Short Exit,91.87,2431.0914,220986.2083,-2358.16,-1.07,2917.31,1.32,-3379.22,-1.53,813951.06,813.95
1465,Entry short,2018-12-10 06:15,Short,90.9,2431.0914,220986.2083,-2358.16,-1.07,2917.31,1.32,-3379.22,-1.53,813951.06,813.95
1466,Exit short,2018-12-10 23:15,Short Exit,89.63,2569.908,228593.3166,-1747.54,-0.76,3906.26,1.71,-7118.64,-3.11,812203.56,812.20
1466,Entry short,2018-12-10 15:15,Short,88.95,2569.908,228593.3166,-1747.54,-0.76,3906.26,1.71,-7118.64,-3.11,812203.56,812.20
1467,Exit long,2018-12-11 10:30,Stop Hit,87.47,3219.0412,291645.1327,-10075.6,-3.45,386.28,0.13,-12361.12,-4.24,802127.94,802.13
1467,Entry long,2018-12-11 06:15,Long,90.6,3219.0412,291645.1327,-10075.6,-3.45,386.28,0.13,-12361.12,-4.24,802127.94,802.13
1468,Exit short,2018-12-11 18:00,Short Exit,86.66,2795.8021,244548.8097,2264.6,0.93,6905.63,2.82,-1118.32,-0.46,804392.56,804.39
1468,Entry short,2018-12-11 10:30,Short,87.47,2795.8021,244548.8097,2264.6,0.93,6905.63,2.82,-1118.32,-0.46,804392.56,804.39
1469,Exit short,2018-12-11 21:15,Short Exit,87.94,2547.9625,219557.9286,-4509.89,-2.05,1223.02,0.56,-5401.68,-2.46,799882.6,799.88
1469,Entry short,2018-12-11 18:30,Short,86.17,2547.9625,219557.9286,-4509.89,-2.05,1223.02,0.56,-5401.68,-2.46,799882.6,799.88
1470,Exit long,2018-12-12 22:30,Long Exit,89.03,3416.4531,299793.7595,4373.06,1.46,12128.41,4.05,-785.78,-0.26,804255.7,804.26
1470,Entry long,2018-12-12 07:00,Long,87.75,3416.4531,299793.7595,4373.06,1.46,12128.41,4.05,-785.78,-0.26,804255.7,804.26
1471,Exit short,2018-12-13 09:00,Short Exit,88.48,3405.8623,300465.1721,-885.52,-0.29,4052.98,1.35,-1157.99,-0.39,803370.2,803.37
1471,Entry short,2018-12-13 01:30,Short,88.22,3405.8623,300465.1721,-885.52,-0.29,4052.98,1.35,-1157.99,-0.39,803370.2,803.37
1472,Exit long,2018-12-13 19:30,Long Exit,88.72,3937.6023,352533.5339,-3189.46,-0.90,2835.07,0.80,-3189.46,-0.90,800180.75,800.18
1472,Entry long,2018-12-13 12:30,Long,89.53,3937.6023,352533.5339,-3189.46,-0.90,2835.07,0.80,-3189.46,-0.90,800180.75,800.18
1473,Exit short,2018-12-14 22:15,Stop Hit,83.62,3737.9966,322065.7871,9494.51,2.95,18951.64,5.88,-1495.2,-0.46,809675.25,809.68
1473,Entry short,2018-12-13 19:45,Short,86.16,3737.9966,322065.7871,9494.51,2.95,18951.64,5.88,-1495.2,-0.46,809675.25,809.68
1474,Exit short,2018-12-15 19:30,Short Exit,82.6,3958.462,322772.9915,-4195.97,-1.30,1702.14,0.53,-5185.59,-1.61,805479.25,805.48
1474,Entry short,2018-12-15 15:30,Short,81.54,3958.462,322772.9915,-4195.97,-1.30,1702.14,0.53,-5185.59,-1.61,805479.25,805.48
1475,Exit long,2018-12-16 14:45,Long Exit,85.14,3770.0041,315172.3428,5805.81,1.84,12101.71,3.84,-3619.2,-1.15,811285.06,811.29
1475,Entry long,2018-12-15 22:00,Long,83.6,3770.0041,315172.3428,5805.81,1.84,12101.71,3.84,-3619.2,-1.15,811285.06,811.29
1476,Exit short,2018-12-17 06:30,Short Exit,84.7,4656.3357,390992.5087,-3399.12,-0.87,2793.8,0.71,-3911.32,-1.00,807885.94,807.89
1476,Entry short,2018-12-16 22:00,Short,83.97,4656.3357,390992.5087,-3399.12,-0.87,2793.8,0.71,-3911.32,-1.00,807885.94,807.89
1477,Exit long,2018-12-18 05:45,Long Exit,92.69,3263.4616,290937.6016,11552.65,3.97,26042.42,8.95,-2610.77,-0.90,819438.6,819.44
1477,Entry long,2018-12-17 12:15,Long,89.15,3263.4616,290937.6016,11552.65,3.97,26042.42,8.95,-2610.77,-0.90,819438.6,819.44
1478,Exit short,2018-12-18 13:30,Short Exit,93.85,3093.5442,285967.2258,-4361.9,-1.53,3186.35,1.11,-5228.09,-1.83,815076.7,815.08
1478,Entry short,2018-12-18 08:30,Short,92.44,3093.5442,285967.2258,-4361.9,-1.53,3186.35,1.11,-5228.09,-1.83,815076.7,815.08
1479,Exit long,2018-12-18 19:15,Long Exit,92.71,2600.8321,245232.4587,-4109.31,-1.68,4733.51,1.93,-4447.42,-1.81,810967.4,810.97
1479,Entry long,2018-12-18 14:00,Long,94.29,2600.8321,245232.4587,-4109.31,-1.68,4733.51,1.93,-4447.42,-1.81,810967.4,810.97
1480,Exit long,2018-12-19 07:15,Long Exit,100.63,2013.9078,198087.9712,4571.57,2.31,13191.1,6.66,-181.25,-0.09,815538.94,815.54
1480,Entry long,2018-12-18 23:15,Long,98.36,2013.9078,198087.9712,4571.57,2.31,13191.1,6.66,-181.25,-0.09,815538.94,815.54
1481,Exit long,2018-12-19 20:15,Stop Hit,101.79,1768.7315,184655.5686,-4616.39,-2.50,6084.44,3.30,-5111.63,-2.77,810922.56,810.92
1481,Entry long,2018-12-19 13:00,Long,104.4,1768.7315,184655.5686,-4616.39,-2.50,6084.44,3.30,-5111.63,-2.77,810922.56,810.92
1482,Exit short,2018-12-20 08:15,Short Exit,103.81,1471.6244,145940.9917,-6828.34,-4.68,1280.31,0.88,-7726.03,-5.29,804094.25,804.09
1482,Entry short,2018-12-19 21:45,Short,99.17,1471.6244,145940.9917,-6828.34,-4.68,1280.31,0.88,-7726.03,-5.29,804094.25,804.09
1483,Exit long,2018-12-21 05:45,Long Exit,110.74,1611.2717,171793.7887,6638.44,3.86,19657.52,11.44,-1498.48,-0.87,810732.7,810.73
1483,Entry long,2018-12-20 08:30,Long,106.62,1611.2717,171793.7887,6638.44,3.86,19657.52,11.44,-1498.48,-0.87,810732.7,810.73
1484,Exit short,2018-12-22 08:15,Short Exit,108.19,1126.5598,122051.4887,168.98,0.14,3852.83,3.16,-2005.28,-1.64,810901.7,810.90
1484,Entry short,2018-12-21 17:45,Short,108.34,1126.5598,122051.4887,168.98,0.14,3852.83,3.16,-2005.28,-1.64,810901.7,810.90
1485,Exit long,2018-12-23 14:15,Long Exit,127.59,2037.0363,223686.9561,36218.5,16.19,47687.02,21.32,-2016.67,-0.90,847120.2,847.12
1485,Entry long,2018-12-22 09:30,Long,109.81,2037.0363,223686.9561,36218.5,16.19,47687.02,21.32,-2016.67,-0.90,847120.2,847.12
1486,Exit long,2018-12-24 10:15,Long Exit,145.23,1136.8914,157823.2641,7287.47,4.62,14245.25,9.03,-2057.77,-1.30,854407.6,854.41
1486,Entry long,2018-12-24 00:15,Long,138.82,1136.8914,157823.2641,7287.47,4.62,14245.25,9.03,-2057.77,-1.30,854407.6,854.41
1487,Exit long,2018-12-24 18:45,Stop Hit,138.25,940.0094,146547.4655,-16591.17,-11.32,3515.64,2.40,-16844.97,-11.49,837816.5,837.82
1487,Entry long,2018-12-24 15:00,Long,155.9,940.0094,146547.4655,-16591.17,-11.32,3515.64,2.40,-16844.97,-11.49,837816.5,837.82
1488,Exit short,2018-12-25 10:00,Short Exit,129.3,681.5727,94227.42578,6100.08,6.47,10359.91,10.99,-4280.28,-4.54,843916.56,843.92
1488,Entry short,2018-12-24 18:45,Short,138.25,681.5727,94227.42578,6100.08,6.47,10359.91,10.99,-4280.28,-4.54,843916.56,843.92
1489,Exit short,2018-12-25 19:00,Short Exit,128.02,940.0257,116967.3979,-3374.69,-2.89,2143.26,1.83,-3572.1,-3.05,840541.9,840.54
1489,Entry short,2018-12-25 15:30,Short,124.43,940.0257,116967.3979,-3374.69,-2.89,2143.26,1.83,-3572.1,-3.05,840541.9,840.54
1490,Exit long,2018-12-26 07:15,Long Exit,131.26,1045.5248,137016.025,219.56,0.16,5290.36,3.86,-4788.5,-3.49,840761.44,840.76
1490,Entry long,2018-12-25 20:15,Long,131.05,1045.5248,137016.025,219.56,0.16,5290.36,3.86,-4788.5,-3.49,840761.44,840.76
1491,Exit short,2018-12-26 19:45,Short Exit,129.48,1296.8142,164423.0724,-3488.43,-2.12,4409.17,2.68,-4525.88,-2.75,837273,837.27
1491,Entry short,2018-12-26 10:00,Short,126.79,1296.8142,164423.0724,-3488.43,-2.12,4409.17,2.68,-4525.88,-2.75,837273,837.27
1492,Exit long,2018-12-27 02:15,Long Exit,126.83,1407.8766,183713.8175,-5152.83,-2.80,2125.89,1.16,-6434,-3.50,832120.1,832.12
1492,Entry long,2018-12-26 22:30,Long,130.49,1407.8766,183713.8175,-5152.83,-2.80,2125.89,1.16,-6434,-3.50,832120.1,832.12
1493,Exit short,2018-12-28 07:15,Short Exit,116.37,1325.0875,162402.724,8202.29,5.05,13502.64,8.31,-4558.3,-2.81,840322.44,840.32
1493,Entry short,2018-12-27 05:30,Short,122.56,1325.0875,162402.724,8202.29,5.05,13502.64,8.31,-4558.3,-2.81,840322.44,840.32
1494,Exit long,2018-12-28 13:15,Long Exit,115.34,1880.8646,220945.1646,-4006.24,-1.81,1862.06,0.84,-4344.8,-1.97,836316.2,836.32
1494,Entry long,2018-12-28 09:15,Long,117.47,1880.8646,220945.1646,-4006.24,-1.81,1862.06,0.84,-4344.8,-1.97,836316.2,836.32
1495,Exit long,2018-12-29 10:30,Long Exit,133.13,1231.8174,156871.9459,7119.91,4.54,16691.13,10.64,-788.36,-0.50,843436.1,843.44
1495,Entry long,2018-12-28 15:45,Long,127.35,1231.8174,156871.9459,7119.91,4.54,16691.13,10.64,-788.36,-0.50,843436.1,843.44
1496,Exit short,2018-12-29 16:00,Short Exit,137.63,1269.337,169037.6083,-5661.24,-3.35,723.52,0.43,-7590.64,-4.49,837774.9,837.77
1496,Entry short,2018-12-29 10:45,Short,133.17,1269.337,169037.6083,-5661.24,-3.35,723.52,0.43,-7590.64,-4.49,837774.9,837.77
1497,Exit long,2018-12-30 00:00,Stop Hit,134.11,1158.3403,165040.3259,-9695.31,-5.87,5930.7,3.59,-10923.15,-6.62,828079.56,828.08
1497,Entry long,2018-12-29 21:30,Long,142.48,1158.3403,165040.3259,-9695.31,-5.87,5930.7,3.59,-10923.15,-6.62,828079.56,828.08
1498,Exit short,2018-12-30 06:45,Short Exit,134.37,757.1032,99294.08468,-2437.87,-2.46,1658.06,1.67,-2831.57,-2.85,825641.7,825.64
1498,Entry short,2018-12-30 00:15,Short,131.15,757.1032,99294.08468,-2437.87,-2.46,1658.06,1.67,-2831.57,-2.85,825641.7,825.64
1499,Exit long,2018-12-30 20:00,Long Exit,137.01,1648.0596,230184.4843,-4383.84,-1.90,296.65,0.13,-8767.68,-3.81,821257.9,821.26
1499,Entry long,2018-12-30 19:45,Long,139.67,1648.0596,230184.4843,-4383.84,-1.90,296.65,0.13,-8767.68,-3.81,821257.9,821.26
1500,Exit short,2018-12-31 10:00,Short Exit,135.63,1594.6109,213757.5911,-2519.48,-1.18,382.71,0.18,-4225.72,-1.98,818738.4,818.74
1500,Entry short,2018-12-31 03:00,Short,134.05,1594.6109,213757.5911,-2519.48,-1.18,382.71,0.18,-4225.72,-1.98,818738.4,818.74
1501,Exit short,2018-12-31 15:00,Long,136.83,2155.998,289507.4114,-5497.79,-1.90,539,0.19,-7330.39,-2.53,813240.56,813.24
1501,Entry short,2018-12-31 11:15,Short,134.28,2155.998,289507.4114,-5497.79,-1.90,539,0.19,-7330.39,-2.53,813240.56,813.24
1502,Exit long,2018-12-31 19:45,Long Exit,130.6,2346.8128,321114.3954,-14620.64,-4.55,1642.77,0.51,-15512.43,-4.83,798619.94,798.62
1502,Entry long,2018-12-31 15:00,Long,136.83,2346.8128,321114.3954,-14620.64,-4.55,1642.77,0.51,-15512.43,-4.83,798619.94,798.62
1503,Exit short,2019-01-01 04:15,Short Exit,133.28,1755.3745,229251.9097,-4704.4,-2.05,3949.59,1.72,-5406.55,-2.36,793915.5,793.92
1503,Entry short,2018-12-31 19:45,Short,130.6,1755.3745,229251.9097,-4704.4,-2.05,3949.59,1.72,-5406.55,-2.36,793915.5,793.92
1504,Exit long,2019-01-01 14:15,Long Exit,133.76,2634.9442,354268.2477,-1818.11,-0.51,606.04,0.17,-4663.85,-1.32,792097.44,792.10
1504,Entry long,2019-01-01 14:00,Long,134.45,2634.9442,354268.2477,-1818.11,-0.51,606.04,0.17,-4663.85,-1.32,792097.44,792.10
1505,Exit short,2019-01-01 20:00,Stop Hit,135.51,2349.2225,308922.7588,-9420.38,-3.05,187.94,0.06,-10078.16,-3.26,782677,782.68
1505,Entry short,2019-01-01 18:45,Short,131.5,2349.2225,308922.7588,-9420.38,-3.05,187.94,0.06,-10078.16,-3.26,782677,782.68
1506,Exit long,2019-01-03 08:30,Long Exit,151.57,1720.5001,238426.9039,22349.3,9.37,31123.85,13.05,-3286.16,-1.38,805026.3,805.03
1506,Entry long,2019-01-01 20:15,Long,138.58,1720.5001,238426.9039,22349.3,9.37,31123.85,13.05,-3286.16,-1.38,805026.3,805.03
1507,Exit short,2019-01-04 03:45,Short Exit,148.92,1485.8549,220679.1697,-594.34,-0.27,6002.85,2.72,-2629.96,-1.19,804432,804.43
1507,Entry short,2019-01-03 09:45,Short,148.52,1485.8549,220679.1697,-594.34,-0.27,6002.85,2.72,-2629.96,-1.19,804432,804.43
1508,Exit long,2019-01-04 12:15,Long Exit,150.22,1648.2265,249706.3148,-2109.73,-0.84,7367.57,2.95,-2686.61,-1.08,802322.25,802.32
1508,Entry long,2019-01-04 04:00,Long,151.5,1648.2265,249706.3148,-2109.73,-0.84,7367.57,2.95,-2686.61,-1.08,802322.25,802.32
1509,Exit short,2019-01-04 21:00,Short Exit,151.7,1408.4159,206431.5185,-7225.17,-3.50,971.81,0.47,-8211.06,-3.98,795097.06,795.10
1509,Entry short,2019-01-04 14:45,Short,146.57,1408.4159,206431.5185,-7225.17,-3.50,971.81,0.47,-8211.06,-3.98,795097.06,795.10
1510,Exit long,2019-01-05 06:30,Long Exit,156.36,1500.4369,231052.2782,3556.04,1.54,10127.95,4.38,-2580.75,-1.12,798653.1,798.65
1510,Entry long,2019-01-04 22:00,Long,153.99,1500.4369,231052.2782,3556.04,1.54,10127.95,4.38,-2580.75,-1.12,798653.1,798.65
1511,Exit short,2019-01-06 09:15,Short Exit,152.09,1638.5732,253257.8738,4047.28,1.60,10323.01,4.08,-901.22,-0.36,802700.4,802.70
1511,Entry short,2019-01-05 22:15,Short,154.56,1638.5732,253257.8738,4047.28,1.60,10323.01,4.08,-901.22,-0.36,802700.4,802.70
1512,Exit long,2019-01-07 01:15,Long Exit,154.63,2009.2676,309989.8053,703.24,0.23,12236.44,3.95,-40.19,-0.01,803403.6,803.40
1512,Entry long,2019-01-06 17:15,Long,154.28,2009.2676,309989.8053,703.24,0.23,12236.44,3.95,-40.19,-0.01,803403.6,803.40
1513,Exit short,2019-01-07 18:30,Short Exit,152.88,2297.889,350474.0303,-827.24,-0.24,6571.96,1.88,-3768.54,-1.08,802576.4,802.58
1513,Entry short,2019-01-07 09:15,Short,152.52,2297.889,350474.0303,-827.24,-0.24,6571.96,1.88,-3768.54,-1.08,802576.4,802.58
1514,Exit short,2019-01-08 09:00,Short Exit,148.53,2155.1889,322394.7076,2284.5,0.71,8663.86,2.69,-4676.76,-1.45,804860.9,804.86
1514,Entry short,2019-01-07 22:15,Short,149.59,2155.1889,322394.7076,2284.5,0.71,8663.86,2.69,-4676.76,-1.45,804860.9,804.86
1515,Exit long,2019-01-08 16:30,Long Exit,149.24,2159.0467,328736.4505,-6520.32,-1.98,3173.8,0.97,-8679.37,-2.64,798340.56,798.34
1515,Entry long,2019-01-08 13:45,Long,152.26,2159.0467,328736.4505,-6520.32,-1.98,3173.8,0.97,-8679.37,-2.64,798340.56,798.34
1516,Exit short,2019-01-09 02:00,Stop Hit,151.71,2390.4464,355817.9466,-6836.68,-1.92,454.18,0.13,-9848.64,-2.77,791503.9,791.50
1516,Entry short,2019-01-09 01:00,Short,148.85,2390.4464,355817.9466,-6836.68,-1.92,454.18,0.13,-9848.64,-2.77,791503.9,791.50
1517,Exit short,2019-01-09 21:30,Short Exit,150.33,2572.2821,384144.6088,-2546.56,-0.66,1774.87,0.46,-5324.62,-1.39,788957.3,788.96
1517,Entry short,2019-01-09 15:00,Short,149.34,2572.2821,384144.6088,-2546.56,-0.66,1774.87,0.46,-5324.62,-1.39,788957.3,788.96
1518,Exit short,2019-01-11 01:00,Short Exit,128.48,3391.5659,504902.4155,69154.03,13.70,89740.84,17.77,-203.49,-0.04,858111.4,858.11
1518,Entry short,2019-01-10 06:15,Short,148.87,3391.5659,504902.4155,69154.03,13.70,89740.84,17.77,-203.49,-0.04,858111.4,858.11
1519,Exit short,2019-01-11 15:30,Short Exit,126.84,1968.5132,242875.1586,-6811.06,-2.80,2106.31,0.87,-8818.94,-3.63,851300.3,851.30
1519,Entry short,2019-01-11 11:00,Short,123.38,1968.5132,242875.1586,-6811.06,-2.80,2106.31,0.87,-8818.94,-3.63,851300.3,851.30
1520,Exit long,2019-01-12 23:00,Long Exit,124.17,2612.3914,328612.7142,-4232.07,-1.29,1854.8,0.56,-5616.64,-1.71,847068.25,847.07
1520,Entry long,2019-01-12 12:30,Long,125.79,2612.3914,328612.7142,-4232.07,-1.29,1854.8,0.56,-5616.64,-1.71,847068.25,847.07
1521,Exit short,2019-01-13 12:45,Short Exit,124.51,2774.1736,344136.2351,-1276.12,-0.37,3689.65,1.07,-3245.78,-0.94,845792.1,845.79
1521,Entry short,2019-01-12 23:15,Short,124.05,2774.1736,344136.2351,-1276.12,-0.37,3689.65,1.07,-3245.78,-0.94,845792.1,845.79
1522,Exit short,2019-01-14 01:15,Short Exit,116.9,2059.5558,241215.1753,453.1,0.19,7661.55,3.18,-2492.06,-1.03,846245.2,846.25
1522,Entry short,2019-01-13 16:15,Short,117.12,2059.5558,241215.1753,453.1,0.19,7661.55,3.18,-2492.06,-1.03,846245.2,846.25
1523,Exit long,2019-01-14 10:00,Long Exit,116.67,3400.2385,400106.0643,-3400.24,-0.85,816.06,0.20,-3672.26,-0.92,842845,842.85
1523,Entry long,2019-01-14 07:15,Long,117.67,3400.2385,400106.0643,-3400.24,-0.85,816.06,0.20,-3672.26,-0.92,842845,842.85
1524,Exit long,2019-01-15 09:15,Long Exit,128.15,2068.5813,256504.0812,8584.61,3.35,15390.25,6.00,-82.74,-0.03,851429.56,851.43
1524,Entry long,2019-01-14 15:45,Long,124,2068.5813,256504.0812,8584.61,3.35,15390.25,6.00,-82.74,-0.03,851429.56,851.43
1525,Exit short,2019-01-15 13:45,Short Exit,128.37,2510.1506,314747.7837,-7480.25,-2.38,376.52,0.12,-8710.22,-2.77,843949.3,843.95
1525,Entry short,2019-01-15 09:45,Short,125.39,2510.1506,314747.7837,-7480.25,-2.38,376.52,0.12,-8710.22,-2.77,843949.3,843.95
1526,Exit long,2019-01-15 15:30,Stop Hit,126.24,2104.6086,266927.5087,-1241.72,-0.47,63.14,0.02,-4103.99,-1.54,842707.6,842.71
1526,Entry long,2019-01-15 15:15,Long,126.83,2104.6086,266927.5087,-1241.72,-0.47,63.14,0.02,-4103.99,-1.54,842707.6,842.71
1527,Exit short,2019-01-16 05:45,Short Exit,121.29,1980.3072,249993.9809,9802.52,3.92,18872.33,7.55,-3010.07,-1.20,852510.1,852.51
1527,Entry short,2019-01-15 15:30,Short,126.24,1980.3072,249993.9809,9802.52,3.92,18872.33,7.55,-3010.07,-1.20,852510.1,852.51
1528,Exit long,2019-01-16 16:00,Long Exit,121.86,2215.7657,278721.1674,-8707.96,-3.12,642.57,0.23,-11898.66,-4.27,843802.2,843.80
1528,Entry long,2019-01-16 12:15,Long,125.79,2215.7657,278721.1674,-8707.96,-3.12,642.57,0.23,-11898.66,-4.27,843802.2,843.80
