Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
890,Entry long,2004-05-05 19:30,S1 Trend,1648.25,27,44502.75,-2362.5,-0.11,2700,0.12,-3037.5,-0.14,229350,229.35
891,Exit short,2004-05-06 20:30,S3 Scalp,1639.75,33,53979.75,-6600,-0.24,8662.5,0.32,-6600,-0.24,222750,222.75
891,Entry short,2004-05-06 16:00,S3 Hedge,1635.75,33,53979.75,-6600,-0.24,8662.5,0.32,-6600,-0.24,222750,222.75
892,Exit short,2004-05-10 17:00,S3 Scalp,1610.75,19,30504.5,-4987.5,-0.33,1662.5,0.11,-4987.5,-0.33,217762.5,217.76
892,Entry short,2004-05-10 16:30,S3 Hedge,1605.5,19,30504.5,-4987.5,-0.33,1662.5,0.11,-4987.5,-0.33,217762.5,217.76
893,Exit long,2004-05-13 18:30,S1 Trail,1619.5,26,42165.5,-2925,-0.14,8450,0.40,-3575,-0.17,214837.5,214.84
893,Entry long,2004-05-13 15:30,S1 Trend,1621.75,26,42165.5,-2925,-0.14,8450,0.40,-3575,-0.17,214837.5,214.84
894,Exit long,2004-05-14 21:00,EOD,1620.5,17,27612.25,-3187.5,-0.23,2975,0.22,-4250,-0.31,211650,211.65
894,Entry long,2004-05-14 18:30,S1 Trend,1624.25,17,27612.25,-3187.5,-0.23,2975,0.22,-4250,-0.31,211650,211.65
895,Exit long,2004-05-18 21:00,EOD,1617,28,45304,-1400,-0.06,2100,0.09,-3850,-0.17,210250,210.25
895,Entry long,2004-05-18 16:00,S1 Trend,1618,28,45304,-1400,-0.06,2100,0.09,-3850,-0.17,210250,210.25
896,Exit long,2004-05-21 18:30,S1 Trail,1618.75,29,47067,-6162.5,-0.26,3625,0.15,-6162.5,-0.26,204087.5,204.09
896,Entry long,2004-05-21 16:30,S1 Trend,1623,29,47067,-6162.5,-0.26,3625,0.15,-6162.5,-0.26,204087.5,204.09
897,Exit long,2004-05-25 20:30,S1 Climax,1636.75,8,13004,4500,0.69,5000,0.77,0,0.00,208587.5,208.59
897,Entry long,2004-05-25 17:30,S1 Trend,1625.5,8,13004,4500,0.69,5000,0.77,0,0.00,208587.5,208.59
898,Exit long,2004-05-25 21:00,EOD,1639,20,32510,13500,0.83,14000,0.86,0,0.00,222087.5,222.09
898,Entry long,2004-05-25 17:30,S1 Trend,1625.5,20,32510,13500,0.83,14000,0.86,0,0.00,222087.5,222.09
899,Exit long,2004-05-27 19:30,S2 FairVal,1645.5,30,49237.5,6375,0.26,6375,0.26,-750,-0.03,228462.5,228.46
899,Entry long,2004-05-27 18:30,S2 VWAP,1641.25,30,49237.5,6375,0.26,6375,0.26,-750,-0.03,228462.5,228.46
900,Exit long,2004-06-25 19:00,S2 FairVal,1664.25,42,70035,-6825,-0.19,1575,0.04,-6825,-0.19,221637.5,221.64
900,Entry long,2004-06-25 18:00,S2 VWAP,1667.5,42,70035,-6825,-0.19,1575,0.04,-6825,-0.19,221637.5,221.64
901,Exit short,2004-07-06 21:00,EOD,1641.5,41,67352.75,2562.5,0.08,9225,0.27,-4612.5,-0.14,224200,224.20
901,Entry short,2004-07-06 16:30,S3 Hedge,1642.75,41,67352.75,2562.5,0.08,9225,0.27,-4612.5,-0.14,224200,224.20
902,Exit long,2004-07-12 21:00,EOD,1639.75,30,49177.5,750,0.03,2625,0.11,-1125,-0.05,224950,224.95
902,Entry long,2004-07-12 20:00,S1 Trend,1639.25,30,49177.5,750,0.03,2625,0.11,-1125,-0.05,224950,224.95
903,Exit long,2004-07-15 20:30,S1 Trail,1631.5,30,49140,-9750,-0.40,375,0.02,-9750,-0.40,215200,215.20
903,Entry long,2004-07-15 18:30,S1 Trend,1638,30,49140,-9750,-0.40,375,0.02,-9750,-0.40,215200,215.20
904,Exit long,2004-07-20 21:00,EOD,1634,29,47270,5800,0.25,5800,0.25,0,0.00,221000,221.00
904,Entry long,2004-07-20 20:00,S1 Trend,1630,29,47270,5800,0.25,5800,0.25,0,0.00,221000,221.00
905,Exit short,2004-07-21 18:00,S3 Scalp,1632.25,43,70412.5,11287.5,0.32,11287.5,0.32,-1075,-0.03,232287.5,232.29
905,Entry short,2004-07-21 16:30,S3 Hedge,1637.5,43,70412.5,11287.5,0.32,11287.5,0.32,-1075,-0.03,232287.5,232.29
906,Exit short,2004-07-21 20:00,S3 Scalp,1626,36,58761,11250,0.38,11250,0.38,-1800,-0.06,243537.5,243.54
906,Entry short,2004-07-21 18:30,S3 Hedge,1632.25,36,58761,11250,0.38,11250,0.38,-1800,-0.06,243537.5,243.54
907,Exit short,2004-07-22 17:00,S3 Scalp,1615.25,30,48345,-5625,-0.23,4125,0.17,-5625,-0.23,237912.5,237.91
907,Entry short,2004-07-22 16:30,S3 Hedge,1611.5,30,48345,-5625,-0.23,4125,0.17,-5625,-0.23,237912.5,237.91
908,Exit long,2004-07-27 21:00,EOD,1619.75,30,48517.5,3750,0.15,6750,0.28,-1125,-0.05,241662.5,241.66
908,Entry long,2004-07-27 19:30,S1 Trend,1617.25,30,48517.5,3750,0.15,6750,0.28,-1125,-0.05,241662.5,241.66
909,Exit long,2004-08-04 21:00,EOD,1623,30,48772.5,-4125,-0.17,3375,0.14,-4125,-0.17,237537.5,237.54
909,Entry long,2004-08-04 19:30,S1 Trend,1625.75,30,48772.5,-4125,-0.17,3375,0.14,-4125,-0.17,237537.5,237.54
910,Exit short,2004-08-05 21:00,EOD,1605.5,28,45052,4900,0.22,6650,0.30,-4200,-0.19,242437.5,242.44
910,Entry short,2004-08-05 20:00,S3 Hedge,1609,28,45052,4900,0.22,6650,0.30,-4200,-0.19,242437.5,242.44
911,Exit short,2004-08-06 21:00,EOD,1588.5,21,33421.5,3150,0.19,5250,0.31,-262.5,-0.02,245587.5,245.59
911,Entry short,2004-08-06 20:00,S3 Hedge,1591.5,21,33421.5,3150,0.19,5250,0.31,-262.5,-0.02,245587.5,245.59
912,Exit long,2004-08-11 21:00,EOD,1600.75,27,43220.25,0,0.00,3037.5,0.14,-2025,-0.09,245587.5,245.59
912,Entry long,2004-08-11 20:00,S1 Trend,1600.75,27,43220.25,0,0.00,3037.5,0.14,-2025,-0.09,245587.5,245.59
913,Exit long,2004-08-16 18:00,S1 Climax,1602.75,9,14422.5,112.5,0.02,337.5,0.05,-562.5,-0.08,245700,245.70
913,Entry long,2004-08-16 16:30,S1 Trend,1602.5,9,14422.5,112.5,0.02,337.5,0.05,-562.5,-0.08,245700,245.70
914,Exit long,2004-08-16 18:30,S1 Climax,1603,6,9615,150,0.03,600,0.12,-375,-0.08,245850,245.85
914,Entry long,2004-08-16 16:30,S1 Trend,1602.5,6,9615,150,0.03,600,0.12,-375,-0.08,245850,245.85
915,Exit long,2004-08-16 19:00,S1 Climax,1603.75,5,8012.5,312.5,0.08,500,0.12,-312.5,-0.08,246162.5,246.16
915,Entry long,2004-08-16 16:30,S1 Trend,1602.5,5,8012.5,312.5,0.08,500,0.12,-312.5,-0.08,246162.5,246.16
916,Exit long,2004-08-16 19:30,S1 Climax,1605.75,3,4807.5,487.5,0.20,600,0.25,-187.5,-0.08,246650,246.65
916,Entry long,2004-08-16 16:30,S1 Trend,1602.5,3,4807.5,487.5,0.20,600,0.25,-187.5,-0.08,246650,246.65
917,Exit long,2004-08-16 20:00,S1 Climax,1605.25,2,3205,275,0.17,400,0.25,-125,-0.08,246925,246.93
917,Entry long,2004-08-16 16:30,S1 Trend,1602.5,2,3205,275,0.17,400,0.25,-125,-0.08,246925,246.93
918,Exit long,2004-08-16 21:00,EOD,1605.25,7,11217.5,962.5,0.17,1400,0.25,-437.5,-0.08,247887.5,247.89
918,Entry long,2004-08-16 16:30,S1 Trend,1602.5,7,11217.5,962.5,0.17,1400,0.25,-437.5,-0.08,247887.5,247.89
919,Exit long,2004-08-18 20:00,S1 Climax,1618.25,9,14557.5,337.5,0.05,450,0.06,-562.5,-0.08,248225,248.23
919,Entry long,2004-08-18 19:30,S1 Trend,1617.5,9,14557.5,337.5,0.05,450,0.06,-562.5,-0.08,248225,248.23
920,Exit long,2004-08-18 20:30,S1 Climax,1618.75,6,9705,375,0.08,375,0.08,-375,-0.08,248600,248.60
920,Entry long,2004-08-18 19:30,S1 Trend,1617.5,6,9705,375,0.08,375,0.08,-375,-0.08,248600,248.60
921,Exit long,2004-08-18 21:00,EOD,1620.75,16,25880,2600,0.20,2800,0.22,-1000,-0.08,251200,251.20
921,Entry long,2004-08-18 19:30,S1 Trend,1617.5,16,25880,2600,0.20,2800,0.22,-1000,-0.08,251200,251.20
922,Exit long,2004-08-19 20:30,S2 FairVal,1616.5,34,54842,5950,0.22,5950,0.22,-2550,-0.09,257150,257.15
922,Entry long,2004-08-19 20:00,S2 VWAP,1613,34,54842,5950,0.22,5950,0.22,-2550,-0.09,257150,257.15
923,Exit long,2004-09-08 19:00,S2 FairVal,1645.75,41,67455.25,1025,0.03,2562.5,0.08,-1537.5,-0.05,258175,258.18
923,Entry long,2004-09-08 18:30,S2 VWAP,1645.25,41,67455.25,1025,0.03,2562.5,0.08,-1537.5,-0.05,258175,258.18
924,Exit short,2004-09-23 15:30,S3 Scalp,1638.25,56,91616,-6300,-0.14,3500,0.08,-8400,-0.18,251875,251.87
924,Entry short,2004-09-23 15:00,S3 Hedge,1636,56,91616,-6300,-0.14,3500,0.08,-8400,-0.18,251875,251.87
925,Exit short,2004-09-23 19:00,S3 Scalp,1637,37,60458,-5550,-0.18,925,0.03,-5550,-0.18,246325,246.33
925,Entry short,2004-09-23 18:00,S3 Hedge,1634,37,60458,-5550,-0.18,925,0.03,-5550,-0.18,246325,246.33
926,Exit short,2004-09-30 18:30,S3 Scalp,1638,49,80151.75,-5512.5,-0.14,2450,0.06,-5512.5,-0.14,240812.5,240.81
926,Entry short,2004-09-30 17:00,S3 Hedge,1635.75,49,80151.75,-5512.5,-0.14,2450,0.06,-5512.5,-0.14,240812.5,240.81
927,Exit long,2004-10-04 19:00,S2 FairVal,1664,42,69825,3150,0.09,3150,0.09,-525,-0.02,243962.5,243.96
927,Entry long,2004-10-04 18:30,S2 VWAP,1662.5,42,69825,3150,0.09,3150,0.09,-525,-0.02,243962.5,243.96
928,Exit short,2004-10-14 19:00,S3 Scalp,1629.75,37,60541.25,12025,0.40,12025,0.40,-462.5,-0.02,255987.5,255.99
928,Entry short,2004-10-14 16:30,S3 Hedge,1636.25,37,60541.25,12025,0.40,12025,0.40,-462.5,-0.02,255987.5,255.99
929,Exit long,2004-10-15 21:00,EOD,1633.25,31,50770.25,-6975,-0.27,775,0.03,-8912.5,-0.35,249012.5,249.01
929,Entry long,2004-10-15 19:00,S1 Trend,1637.75,31,50770.25,-6975,-0.27,775,0.03,-8912.5,-0.35,249012.5,249.01
930,Exit long,2004-10-18 21:00,EOD,1639.5,31,50801.25,1162.5,0.05,2325,0.09,-5037.5,-0.20,250175,250.18
930,Entry long,2004-10-18 17:30,S1 Trend,1638.75,31,50801.25,1162.5,0.05,2325,0.09,-5037.5,-0.20,250175,250.18
931,Exit short,2004-10-19 18:30,S3 Scalp,1633,48,78660,13800,0.35,13800,0.35,-1200,-0.03,263975,263.97
931,Entry short,2004-10-19 16:00,S3 Hedge,1638.75,48,78660,13800,0.35,13800,0.35,-1200,-0.03,263975,263.97
932,Exit short,2004-10-19 21:00,EOD,1629,34,55522,6800,0.24,8500,0.31,-1275,-0.05,270775,270.77
932,Entry short,2004-10-19 19:00,S3 Hedge,1633,34,55522,6800,0.24,8500,0.31,-1275,-0.05,270775,270.77
933,Exit short,2004-10-20 16:00,S3 Scalp,1625.5,47,76269.25,-6462.5,-0.17,8812.5,0.23,-6462.5,-0.17,264312.5,264.31
933,Entry short,2004-10-20 15:30,S3 Hedge,1622.75,47,76269.25,-6462.5,-0.17,8812.5,0.23,-6462.5,-0.17,264312.5,264.31
934,Exit long,2004-10-21 17:30,S1 Trail,1627.25,33,53889,-9487.5,-0.35,1650,0.06,-9487.5,-0.35,254825,254.83
934,Entry long,2004-10-21 16:00,S1 Trend,1633,33,53889,-9487.5,-0.35,1650,0.06,-9487.5,-0.35,254825,254.83
935,Exit long,2004-10-26 21:00,EOD,1635.75,33,53806.5,8662.5,0.32,8662.5,0.32,-2475,-0.09,263487.5,263.49
935,Entry long,2004-10-26 18:30,S1 Trend,1630.5,33,53806.5,8662.5,0.32,8662.5,0.32,-2475,-0.09,263487.5,263.49
936,Exit long,2004-10-27 19:00,S1 Climax,1647.25,9,14823,112.5,0.02,337.5,0.05,-562.5,-0.08,263600,263.60
936,Entry long,2004-10-27 18:30,S1 Trend,1647,9,14823,112.5,0.02,337.5,0.05,-562.5,-0.08,263600,263.60
937,Exit long,2004-10-27 19:30,S1 Climax,1648.75,6,9882,525,0.11,825,0.17,-375,-0.08,264125,264.13
937,Entry long,2004-10-27 18:30,S1 Trend,1647,6,9882,525,0.11,825,0.17,-375,-0.08,264125,264.13
938,Exit long,2004-10-27 20:00,S1 Climax,1649.75,5,8235,687.5,0.17,812.5,0.20,-312.5,-0.08,264812.5,264.81
938,Entry long,2004-10-27 18:30,S1 Trend,1647,5,8235,687.5,0.17,812.5,0.20,-312.5,-0.08,264812.5,264.81
939,Exit long,2004-10-27 20:30,S1 Climax,1650.5,3,4941,525,0.21,712.5,0.29,-187.5,-0.08,265337.5,265.34
939,Entry long,2004-10-27 18:30,S1 Trend,1647,3,4941,525,0.21,712.5,0.29,-187.5,-0.08,265337.5,265.34
940,Exit long,2004-10-27 21:00,EOD,1650.75,9,14823,1687.5,0.23,2250,0.30,-562.5,-0.08,267025,267.02
940,Entry long,2004-10-27 18:30,S1 Trend,1647,9,14823,1687.5,0.23,2250,0.30,-562.5,-0.08,267025,267.02
941,Exit long,2004-10-28 21:00,EOD,1652.75,33,54499.5,2062.5,0.08,8250,0.30,-4125,-0.15,269087.5,269.09
941,Entry long,2004-10-28 16:30,S1 Trend,1651.5,33,54499.5,2062.5,0.08,8250,0.30,-4125,-0.15,269087.5,269.09
942,Exit long,2004-10-29 18:00,S2 FairVal,1653,39,64418.25,2437.5,0.08,2437.5,0.08,-3900,-0.12,271525,271.53
942,Entry long,2004-10-29 16:30,S2 VWAP,1651.75,39,64418.25,2437.5,0.08,2437.5,0.08,-3900,-0.12,271525,271.53
943,Exit long,2004-11-01 19:30,S2 FairVal,1655.75,40,66180,2500,0.08,2500,0.08,-3500,-0.11,274025,274.03
943,Entry long,2004-11-01 19:00,S2 VWAP,1654.5,40,66180,2500,0.08,2500,0.08,-3500,-0.11,274025,274.03
944,Exit long,2004-11-03 20:00,S1 Trail,1665.25,29,48473.5,-9062.5,-0.37,3262.5,0.13,-9062.5,-0.37,264962.5,264.96
944,Entry long,2004-11-03 15:00,S1 Trend,1671.5,29,48473.5,-9062.5,-0.37,3262.5,0.13,-9062.5,-0.37,264962.5,264.96
945,Exit long,2004-11-04 19:00,S1 Climax,1683.75,9,15138,787.5,0.10,1012.5,0.13,-225,-0.03,265750,265.75
945,Entry long,2004-11-04 18:30,S1 Trend,1682,9,15138,787.5,0.10,1012.5,0.13,-225,-0.03,265750,265.75
946,Exit long,2004-11-04 20:30,S1 Climax,1684.25,6,10092,675,0.13,1350,0.27,-150,-0.03,266425,266.43
946,Entry long,2004-11-04 18:30,S1 Trend,1682,6,10092,675,0.13,1350,0.27,-150,-0.03,266425,266.43
947,Exit long,2004-11-04 21:00,EOD,1686,17,28594,3400,0.24,4462.5,0.31,-425,-0.03,269825,269.83
947,Entry long,2004-11-04 18:30,S1 Trend,1682,17,28594,3400,0.24,4462.5,0.31,-425,-0.03,269825,269.83
948,Exit long,2004-11-05 16:30,S1 Trail,1685.5,32,54184,-12400,-0.46,0,0.00,-12400,-0.46,257425,257.43
948,Entry long,2004-11-05 16:00,S1 Trend,1693.25,32,54184,-12400,-0.46,0,0.00,-12400,-0.46,257425,257.43
949,Exit long,2004-12-03 21:00,EOD,1716.75,29,49778.5,362.5,0.01,5437.5,0.22,-5075,-0.20,257787.5,257.79
949,Entry long,2004-12-03 15:30,S1 Trend,1716.5,29,49778.5,362.5,0.01,5437.5,0.22,-5075,-0.20,257787.5,257.79
950,Exit long,2004-12-09 21:00,EOD,1715.25,31,53056.5,5812.5,0.22,8137.5,0.31,-6200,-0.23,263600,263.60
950,Entry long,2004-12-09 18:30,S1 Trend,1711.5,31,53056.5,5812.5,0.22,8137.5,0.31,-6200,-0.23,263600,263.60
951,Exit long,2004-12-15 18:00,S2 FairVal,1728.25,44,75966,3850,0.10,3850,0.10,-550,-0.01,267450,267.45
951,Entry long,2004-12-15 17:00,S2 VWAP,1726.5,44,75966,3850,0.10,3850,0.10,-550,-0.01,267450,267.45
952,Exit long,2004-12-27 20:30,S2 FairVal,1730.5,51,88434,-8925,-0.20,2550,0.06,-8925,-0.20,258525,258.52
952,Entry long,2004-12-27 17:30,S2 VWAP,1734,51,88434,-8925,-0.20,2550,0.06,-8925,-0.20,258525,258.52
953,Exit long,2004-12-31 19:00,S2 FairVal,1739.25,77,133883.75,1925,0.03,2887.5,0.04,0,0.00,260450,260.45
953,Entry long,2004-12-31 18:30,S2 VWAP,1738.75,77,133883.75,1925,0.03,2887.5,0.04,0,0.00,260450,260.45
954,Exit long,2005-01-07 21:00,EOD,1711,25,42887.5,-5625,-0.26,1250,0.06,-6875,-0.32,254825,254.83
954,Entry long,2005-01-07 18:00,S1 Trend,1715.5,25,42887.5,-5625,-0.26,1250,0.06,-6875,-0.32,254825,254.83
955,Exit short,2005-01-20 15:30,S3 Scalp,1703.75,60,102090,-6750,-0.13,2250,0.04,-13500,-0.26,248075,248.08
955,Entry short,2005-01-20 15:00,S3 Hedge,1701.5,60,102090,-6750,-0.13,2250,0.04,-13500,-0.26,248075,248.08
956,Exit long,2005-02-07 20:00,S2 FairVal,1725.75,48,82776,3000,0.07,3000,0.07,-600,-0.01,251075,251.08
956,Entry long,2005-02-07 19:30,S2 VWAP,1724.5,48,82776,3000,0.07,3000,0.07,-600,-0.01,251075,251.08
957,Exit short,2005-03-16 21:00,EOD,1711,30,51300,-1500,-0.06,2625,0.10,-3000,-0.12,249575,249.58
957,Entry short,2005-03-16 20:00,S3 Hedge,1710,30,51300,-1500,-0.06,2625,0.10,-3000,-0.12,249575,249.58
958,Exit long,2005-03-31 19:30,S2 FairVal,1704.25,35,59631.25,875,0.03,875,0.03,-2187.5,-0.07,250450,250.45
958,Entry long,2005-03-31 19:00,S2 VWAP,1703.75,35,59631.25,875,0.03,875,0.03,-2187.5,-0.07,250450,250.45
959,Exit short,2005-04-01 22:00,EOD,1694.5,26,44200,7150,0.32,11375,0.51,-3575,-0.16,257600,257.60
959,Entry short,2005-04-01 17:00,S3 Hedge,1700,26,44200,7150,0.32,11375,0.51,-3575,-0.16,257600,257.60
960,Exit long,2005-04-04 21:00,EOD,1698,30,50955,-750,-0.03,3375,0.13,-1875,-0.07,256850,256.85
960,Entry long,2005-04-04 20:00,S1 Trend,1698.5,30,50955,-750,-0.03,3375,0.13,-1875,-0.07,256850,256.85
961,Exit long,2005-04-08 16:30,S2 FairVal,1710.75,61,104294.75,3050,0.06,3812.5,0.07,-3050,-0.06,259900,259.90
961,Entry long,2005-04-08 16:00,S2 VWAP,1709.75,61,104294.75,3050,0.06,3812.5,0.07,-3050,-0.06,259900,259.90
962,Exit short,2005-04-08 21:00,EOD,1702.75,40,68210,5000,0.15,6000,0.18,-3500,-0.10,264900,264.90
962,Entry short,2005-04-08 19:30,S3 Hedge,1705.25,40,68210,5000,0.15,6000,0.18,-3500,-0.10,264900,264.90
963,Exit long,2005-04-12 21:00,EOD,1708.75,26,44427.5,0,0.00,4225,0.19,-975,-0.04,264900,264.90
963,Entry long,2005-04-12 20:00,S1 Trend,1708.75,26,44427.5,0,0.00,4225,0.19,-975,-0.04,264900,264.90
964,Exit short,2005-04-15 18:30,S3 Scalp,1675.75,24,40098,-6000,-0.30,300,0.01,-6300,-0.31,258900,258.90
964,Entry short,2005-04-15 18:00,S3 Hedge,1670.75,24,40098,-6000,-0.30,300,0.01,-6300,-0.31,258900,258.90
965,Exit long,2005-04-19 21:00,EOD,1673.25,31,51925,-2712.5,-0.10,1162.5,0.04,-5425,-0.21,256187.5,256.19
965,Entry long,2005-04-19 19:00,S1 Trend,1675,31,51925,-2712.5,-0.10,1162.5,0.04,-5425,-0.21,256187.5,256.19
966,Exit short,2005-04-20 21:00,EOD,1658,24,39984,9600,0.48,11700,0.59,-1500,-0.08,265787.5,265.79
966,Entry short,2005-04-20 18:00,S3 Hedge,1666,24,39984,9600,0.48,11700,0.59,-1500,-0.08,265787.5,265.79
967,Exit long,2005-04-21 21:00,EOD,1680.25,28,46809,11900,0.51,12250,0.52,-2450,-0.10,277687.5,277.69
967,Entry long,2005-04-21 17:30,S1 Trend,1671.75,28,46809,11900,0.51,12250,0.52,-2450,-0.10,277687.5,277.69
968,Exit short,2005-04-26 21:00,EOD,1672,33,55324.5,7425,0.27,7425,0.27,-3300,-0.12,285112.5,285.11
968,Entry short,2005-04-26 19:30,S3 Hedge,1676.5,33,55324.5,7425,0.27,7425,0.27,-3300,-0.12,285112.5,285.11
969,Exit long,2005-04-27 21:00,EOD,1676.25,32,53616,1200,0.04,7600,0.28,-2400,-0.09,286312.5,286.31
969,Entry long,2005-04-27 17:30,S1 Trend,1675.5,32,53616,1200,0.04,7600,0.28,-2400,-0.09,286312.5,286.31
970,Exit long,2005-04-29 21:00,EOD,1676.5,23,38479,4025,0.21,5175,0.27,-2300,-0.12,290337.5,290.34
970,Entry long,2005-04-29 20:00,S1 Trend,1673,23,38479,4025,0.21,5175,0.27,-2300,-0.12,290337.5,290.34
971,Exit long,2005-05-02 20:30,S2 FairVal,1680.25,37,62086,4162.5,0.13,4625,0.15,-1387.5,-0.04,294500,294.50
971,Entry long,2005-05-02 20:00,S2 VWAP,1678,37,62086,4162.5,0.13,4625,0.15,-1387.5,-0.04,294500,294.50
972,Exit long,2005-05-04 21:00,EOD,1695,33,55860.75,3712.5,0.13,6187.5,0.22,-1237.5,-0.04,298212.5,298.21
972,Entry long,2005-05-04 19:00,S1 Trend,1692.75,33,55860.75,3712.5,0.13,6187.5,0.22,-1237.5,-0.04,298212.5,298.21
973,Exit long,2005-05-05 20:00,S2 FairVal,1692.25,30,50677.5,4500,0.18,4500,0.18,-3000,-0.12,302712.5,302.71
973,Entry long,2005-05-05 18:30,S2 VWAP,1689.25,30,50677.5,4500,0.18,4500,0.18,-3000,-0.12,302712.5,302.71
974,Exit long,2005-05-06 19:00,S2 FairVal,1695.5,37,62631.75,5087.5,0.16,5087.5,0.16,-3700,-0.12,307800,307.80
974,Entry long,2005-05-06 17:30,S2 VWAP,1692.75,37,62631.75,5087.5,0.16,5087.5,0.16,-3700,-0.12,307800,307.80
975,Exit short,2005-05-10 17:30,S3 Scalp,1689.75,47,79289,-6462.5,-0.16,1762.5,0.04,-6462.5,-0.16,301337.5,301.34
975,Entry short,2005-05-10 17:00,S3 Hedge,1687,47,79289,-6462.5,-0.16,1762.5,0.04,-6462.5,-0.16,301337.5,301.34
976,Exit short,2005-05-10 21:00,EOD,1685.5,32,53912,-1200,-0.04,4000,0.15,-2400,-0.09,300137.5,300.14
976,Entry short,2005-05-10 20:00,S3 Hedge,1684.75,32,53912,-1200,-0.04,4000,0.15,-2400,-0.09,300137.5,300.14
977,Exit short,2005-05-11 18:00,S3 Scalp,1686,36,60552,-7200,-0.24,9450,0.31,-7200,-0.24,292937.5,292.94
977,Entry short,2005-05-11 16:00,S3 Hedge,1682,36,60552,-7200,-0.24,9450,0.31,-7200,-0.24,292937.5,292.94
978,Exit long,2005-05-11 21:00,EOD,1690.5,25,42250,625,0.03,2812.5,0.13,-2500,-0.12,293562.5,293.56
978,Entry long,2005-05-11 19:30,S1 Trend,1690,25,42250,625,0.03,2812.5,0.13,-2500,-0.12,293562.5,293.56
979,Exit short,2005-05-13 15:30,S3 Scalp,1679.75,47,78807.25,-7050,-0.18,6462.5,0.16,-7050,-0.18,286512.5,286.51
979,Entry short,2005-05-13 15:00,S3 Hedge,1676.75,47,78807.25,-7050,-0.18,6462.5,0.16,-7050,-0.18,286512.5,286.51
980,Exit long,2005-05-16 21:00,EOD,1686,35,58887.5,6125,0.21,6562.5,0.22,-2187.5,-0.07,292637.5,292.64
980,Entry long,2005-05-16 19:30,S1 Trend,1682.5,35,58887.5,6125,0.21,6562.5,0.22,-2187.5,-0.07,292637.5,292.64
981,Exit short,2005-05-17 16:00,S3 Scalp,1682.75,49,82332.25,-6125,-0.15,1837.5,0.04,-6125,-0.15,286512.5,286.51
981,Entry short,2005-05-17 15:30,S3 Hedge,1680.25,49,82332.25,-6125,-0.15,1837.5,0.04,-6125,-0.15,286512.5,286.51
982,Exit long,2005-05-17 21:00,EOD,1693.75,30,50730,4125,0.16,6000,0.24,-1875,-0.07,290637.5,290.64
982,Entry long,2005-05-17 20:00,S1 Trend,1691,30,50730,4125,0.16,6000,0.24,-1875,-0.07,290637.5,290.64
983,Exit long,2005-05-20 17:30,S2 FairVal,1708,47,80217.25,2937.5,0.07,3525,0.09,-1762.5,-0.04,293575,293.58
983,Entry long,2005-05-20 17:00,S2 VWAP,1706.75,47,80217.25,2937.5,0.07,3525,0.09,-1762.5,-0.04,293575,293.58
984,Exit long,2005-06-03 15:30,S2 FairVal,1720.25,57,98239.5,-9262.5,-0.19,0,0.00,-12112.5,-0.25,284312.5,284.31
984,Entry long,2005-06-03 15:00,S2 VWAP,1723.5,57,98239.5,-9262.5,-0.19,0,0.00,-12112.5,-0.25,284312.5,284.31
985,Exit long,2005-06-14 15:30,S2 FairVal,1721.5,56,96474,-3500,-0.07,3500,0.07,-7700,-0.16,280812.5,280.81
985,Entry long,2005-06-14 15:00,S2 VWAP,1722.75,56,96474,-3500,-0.07,3500,0.07,-7700,-0.16,280812.5,280.81
986,Exit long,2005-06-14 21:00,EOD,1723.75,33,56850.75,1650,0.06,2062.5,0.07,-2887.5,-0.10,282462.5,282.46
986,Entry long,2005-06-14 19:30,S1 Trend,1722.75,33,56850.75,1650,0.06,2062.5,0.07,-2887.5,-0.10,282462.5,282.46
987,Exit short,2005-06-24 16:00,S3 Scalp,1717.25,57,97755,-6412.5,-0.13,712.5,0.01,-7837.5,-0.16,276050,276.05
987,Entry short,2005-06-24 15:30,S3 Hedge,1715,57,97755,-6412.5,-0.13,712.5,0.01,-7837.5,-0.16,276050,276.05
988,Exit short,2005-06-24 21:00,EOD,1709.75,40,68510,6000,0.18,6500,0.19,-2500,-0.07,282050,282.05
988,Entry short,2005-06-24 19:00,S3 Hedge,1712.75,40,68510,6000,0.18,6500,0.19,-2500,-0.07,282050,282.05
989,Exit short,2005-06-27 20:00,S3 Scalp,1709.75,41,69976.75,-6150,-0.18,1025,0.03,-6150,-0.18,275900,275.90
989,Entry short,2005-06-27 19:00,S3 Hedge,1706.75,41,69976.75,-6150,-0.18,1025,0.03,-6150,-0.18,275900,275.90
990,Exit long,2005-06-29 20:30,S2 FairVal,1719.25,50,85925,1875,0.04,3750,0.09,-5625,-0.13,277775,277.78
990,Entry long,2005-06-29 19:30,S2 VWAP,1718.5,50,85925,1875,0.04,3750,0.09,-5625,-0.13,277775,277.78
991,Exit long,2005-07-13 17:00,S2 FairVal,1739.25,47,81780,-1762.5,-0.04,1175,0.03,-2937.5,-0.07,276012.5,276.01
991,Entry long,2005-07-13 16:30,S2 VWAP,1740,47,81780,-1762.5,-0.04,1175,0.03,-2937.5,-0.07,276012.5,276.01
992,Exit long,2005-07-14 18:00,S2 FairVal,1746,38,66281.5,3325,0.10,3325,0.10,-1900,-0.06,279337.5,279.34
