Trade #,Type,Date/Time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %,Cumulative P&L USD,Cumulative P&L %
28,Exit short,11/09/2020 16:30,Short Exit,3.27,2144.706,7120.42392,107.24,1.51,621.96,8.73,-42.89,-0.6,-2419.48,-2.42
28,Entry short,11/09/2020 03:30,Short,3.32,2144.706,7120.42392,107.24,1.51,621.96,8.73,-42.89,-0.6,-2419.48,-2.42
29,Exit long,13/09/2020 04:00,Long Exit,3.25,3507.557,12101.07165,-701.51,-5.8,70.15,0.58,-701.51,-5.8,-3120.99,-3.12
29,Entry long,12/09/2020 20:30,Long,3.45,3507.557,12101.07165,-701.51,-5.8,70.15,0.58,-701.51,-5.8,-3120.99,-3.12
30,Exit short,14/09/2020 01:00,Short Exit,3.27,2759.817,8721.02172,-303.58,-3.48,496.77,5.7,-303.58,-3.48,-3424.57,-3.42
30,Entry short,13/09/2020 13:00,Short,3.16,2759.817,8721.02172,-303.58,-3.48,496.77,5.7,-303.58,-3.48,-3424.57,-3.42
31,Exit long,14/09/2020 22:30,Long Exit,3.25,2348.953,7822.01349,-187.92,-2.4,375.83,4.8,-258.38,-3.3,-3612.48,-3.61
31,Entry long,14/09/2020 10:00,Long,3.33,2348.953,7822.01349,-187.92,-2.4,375.83,4.8,-258.38,-3.3,-3612.48,-3.61
32,Exit short,17/09/2020 02:30,Short Exit,2.67,3153.642,9618.6081,1198.38,12.46,1955.26,20.33,-252.29,-2.62,-2414.1,-2.41
32,Entry short,15/09/2020 16:00,Short,3.05,3153.642,9618.6081,1198.38,12.46,1955.26,20.33,-252.29,-2.62,-2414.1,-2.41
33,Exit short,17/09/2020 14:30,Short Exit,2.58,2978.061,7266.46884,-416.93,-5.74,238.24,3.28,-744.52,-10.25,-2831.03,-2.83
33,Entry short,17/09/2020 10:30,Short,2.44,2978.061,7266.46884,-416.93,-5.74,238.24,3.28,-744.52,-10.25,-2831.03,-2.83
34,Exit long,18/09/2020 19:30,Long Exit,2.84,2858.318,7774.62496,343,4.41,1257.66,16.18,-114.33,-1.47,-2488.03,-2.49
34,Entry long,17/09/2020 19:00,Long,2.72,2858.318,7774.62496,343,4.41,1257.66,16.18,-114.33,-1.47,-2488.03,-2.49
35,Exit long,19/09/2020 09:30,Long Exit,3.04,2324.977,7416.67663,-348.75,-4.7,139.5,1.88,-395.25,-5.33,-2836.78,-2.84
35,Entry long,19/09/2020 02:30,Long,3.19,2324.977,7416.67663,-348.75,-4.7,139.5,1.88,-395.25,-5.33,-2836.78,-2.84
36,Exit short,21/09/2020 02:00,Short Exit,2.92,3111.777,9055.27107,-31.12,-0.34,653.47,7.22,-280.06,-3.09,-2867.9,-2.87
36,Entry short,20/09/2020 02:30,Short,2.91,3111.777,9055.27107,-31.12,-0.34,653.47,7.22,-280.06,-3.09,-2867.9,-2.87
37,Exit long,21/09/2020 09:00,Stop Hit,2.73,3739.611,11218.833,-1009.69,-9,149.58,1.33,-1047.09,-9.33,-3877.59,-3.88
37,Entry long,21/09/2020 05:00,Long,3,3739.611,11218.833,-1009.69,-9,149.58,1.33,-1047.09,-9.33,-3877.59,-3.88
38,Exit short,21/09/2020 21:00,Short Exit,2.83,3122.978,8307.12148,-530.91,-6.39,593.37,7.14,-593.37,-7.14,-4408.5,-4.41
38,Entry short,21/09/2020 09:30,Short,2.66,3122.978,8307.12148,-530.91,-6.39,593.37,7.14,-593.37,-7.14,-4408.5,-4.41
39,Exit long,23/09/2020 05:00,Long Exit,2.84,2346.781,6664.85804,0,0,586.7,8.8,-46.94,-0.7,-4408.5,-4.41
39,Entry long,22/09/2020 16:00,Long,2.84,2346.781,6664.85804,0,0,586.7,8.8,-46.94,-0.7,-4408.5,-4.41
40,Exit short,24/09/2020 08:30,Long,2.99,2902.199,8126.1572,-551.42,-6.79,58.04,0.71,-609.46,-7.5,-4959.91,-4.96
40,Entry short,23/09/2020 22:00,Short,2.8,2902.199,8126.1572,-551.42,-6.79,58.04,0.71,-609.46,-7.5,-4959.91,-4.96
41,Exit long,25/09/2020 05:30,Long Exit,3.04,3432.417,10262.92683,171.62,1.67,926.75,9.03,-343.24,-3.34,-4788.29,-4.79
41,Entry long,24/09/2020 08:30,Long,2.99,3432.417,10262.92683,171.62,1.67,926.75,9.03,-343.24,-3.34,-4788.29,-4.79
42,Exit long,26/09/2020 04:00,Long Exit,3.1,3739.174,12152.3155,-560.88,-4.62,112.18,0.92,-673.05,-5.54,-5349.17,-5.35
42,Entry long,25/09/2020 21:30,Long,3.25,3739.174,12152.3155,-560.88,-4.62,112.18,0.92,-673.05,-5.54,-5349.17,-5.35
43,Exit short,27/09/2020 19:30,Short Exit,3.13,5453.901,16470.78102,-599.93,-3.64,218.16,1.32,-709.01,-4.3,-5949.1,-5.95
43,Entry short,27/09/2020 09:30,Short,3.02,5453.901,16470.78102,-599.93,-3.64,218.16,1.32,-709.01,-4.3,-5949.1,-5.95
44,Exit long,28/09/2020 08:00,Long Exit,3.04,5826.877,18412.93132,-699.23,-3.8,291.34,1.58,-699.23,-3.8,-6648.32,-6.65
44,Entry long,28/09/2020 01:00,Long,3.16,5826.877,18412.93132,-699.23,-3.8,291.34,1.58,-699.23,-3.8,-6648.32,-6.65
45,Exit short,29/09/2020 15:30,Short Exit,3.01,6723.622,20238.10222,0,0,672.36,3.32,-134.47,-0.66,-6648.32,-6.65
45,Entry short,28/09/2020 21:00,Short,3.01,6723.622,20238.10222,0,0,672.36,3.32,-134.47,-0.66,-6648.32,-6.65
46,Exit short,30/09/2020 06:00,Short Exit,2.98,6424.334,18759.05528,-385.46,-2.05,321.22,1.71,-385.46,-2.05,-7033.78,-7.03
46,Entry short,29/09/2020 18:30,Short,2.92,6424.334,18759.05528,-385.46,-2.05,321.22,1.71,-385.46,-2.05,-7033.78,-7.03
47,Exit short,01/10/2020 01:30,Short Exit,2.9,6890.691,19638.46935,-344.53,-1.75,206.72,1.05,-413.44,-2.11,-7378.32,-7.38
47,Entry short,30/09/2020 13:00,Short,2.85,6890.691,19638.46935,-344.53,-1.75,206.72,1.05,-413.44,-2.11,-7378.32,-7.38
48,Exit long,01/10/2020 15:30,Long Exit,2.9,8914.951,26566.55398,-713.2,-2.68,89.15,0.34,-713.2,-2.68,-8091.51,-8.09
48,Entry long,01/10/2020 07:30,Long,2.98,8914.951,26566.55398,-713.2,-2.68,89.15,0.34,-713.2,-2.68,-8091.51,-8.09
49,Exit short,02/10/2020 00:00,Stop Hit,2.85,6816.647,19018.44513,-409,-2.15,954.33,5.02,-477.17,-2.51,-8500.51,-8.5
49,Entry short,01/10/2020 17:30,Short,2.79,6816.647,19018.44513,-409,-2.15,954.33,5.02,-477.17,-2.51,-8500.51,-8.5
50,Exit short,03/10/2020 12:30,Short Exit,2.66,4265.458,11303.4637,-42.65,-0.38,981.06,8.68,-127.96,-1.13,-8543.17,-8.54
50,Entry short,02/10/2020 07:30,Short,2.65,4265.458,11303.4637,-42.65,-0.38,981.06,8.68,-127.96,-1.13,-8543.17,-8.54
51,Exit short,05/10/2020 01:30,Short Exit,2.55,7689.518,19838.95644,230.69,1.16,1230.32,6.2,-76.9,-0.39,-8312.48,-8.31
51,Entry short,03/10/2020 23:30,Short,2.58,7689.518,19838.95644,230.69,1.16,1230.32,6.2,-76.9,-0.39,-8312.48,-8.31
52,Exit long,06/10/2020 04:30,Long Exit,2.6,6636.255,17187.90045,66.36,0.39,597.26,3.47,-66.36,-0.39,-8246.12,-8.25
52,Entry long,05/10/2020 14:00,Long,2.59,6636.255,17187.90045,66.36,0.39,597.26,3.47,-66.36,-0.39,-8246.12,-8.25
53,Exit short,07/10/2020 07:30,Stop Hit,2.28,6219.125,14925.9,746.3,5,1990.12,13.33,-621.91,-4.17,-7499.82,-7.5
53,Entry short,06/10/2020 12:30,Short,2.4,6219.125,14925.9,746.3,5,1990.12,13.33,-621.91,-4.17,-7499.82,-7.5
54,Exit short,08/10/2020 14:30,Stop Hit,2.29,4690.451,9943.75612,-797.38,-8.02,515.95,5.19,-1031.9,-10.38,-8297.2,-8.3
54,Entry short,08/10/2020 07:00,Short,2.12,4690.451,9943.75612,-797.38,-8.02,515.95,5.19,-1031.9,-10.38,-8297.2,-8.3
55,Exit long,10/10/2020 14:00,Long Exit,2.51,3570.226,8639.94692,321.32,3.72,749.75,8.68,-464.13,-5.37,-7975.88,-7.98
55,Entry long,08/10/2020 17:00,Long,2.42,3570.226,8639.94692,321.32,3.72,749.75,8.68,-464.13,-5.37,-7975.88,-7.98
56,Exit short,11/10/2020 12:30,Short Exit,2.44,5540.651,13630.00146,110.81,0.81,664.88,4.88,-110.81,-0.81,-7865.07,-7.87
56,Entry short,10/10/2020 17:30,Short,2.46,5540.651,13630.00146,110.81,0.81,664.88,4.88,-110.81,-0.81,-7865.07,-7.87
57,Exit long,13/10/2020 02:00,Stop Hit,2.54,8314.3,20619.464,498.86,2.42,1829.15,8.87,-415.71,-2.02,-7366.21,-7.37
57,Entry long,12/10/2020 04:00,Long,2.48,8314.3,20619.464,498.86,2.42,1829.15,8.87,-415.71,-2.02,-7366.21,-7.37
58,Exit short,15/10/2020 08:30,Short Exit,2.34,4835.206,11701.19852,386.82,3.31,918.69,7.85,-145.06,-1.24,-6979.39,-6.98
58,Entry short,13/10/2020 15:30,Short,2.42,4835.206,11701.19852,386.82,3.31,918.69,7.85,-145.06,-1.24,-6979.39,-6.98
59,Exit short,15/10/2020 21:30,Short Exit,2.29,6516.083,14335.3826,-586.45,-4.09,65.16,0.45,-716.77,-5,-7565.84,-7.57
59,Entry short,15/10/2020 10:30,Short,2.2,6516.083,14335.3826,-586.45,-4.09,65.16,0.45,-716.77,-5,-7565.84,-7.57
60,Exit short,16/10/2020 18:00,Short Exit,2.2,7596.721,16181.01573,-531.77,-3.29,0,0,-911.61,-5.63,-8097.61,-8.1
60,Entry short,16/10/2020 05:30,Short,2.13,7596.721,16181.01573,-531.77,-3.29,0,0,-911.61,-5.63,-8097.61,-8.1
61,Exit long,18/10/2020 23:00,Long Exit,2.18,13189.113,29279.83086,-527.56,-1.8,527.56,1.8,-527.56,-1.8,-8625.18,-8.63
61,Entry long,18/10/2020 09:30,Long,2.22,13189.113,29279.83086,-527.56,-1.8,527.56,1.8,-527.56,-1.8,-8625.18,-8.63
62,Exit short,21/10/2020 05:00,Short Exit,1.98,10252.877,22146.21432,1845.52,8.33,3280.92,14.81,-205.06,-0.93,-6779.66,-6.78
62,Entry short,19/10/2020 02:00,Short,2.16,10252.877,22146.21432,1845.52,8.33,3280.92,14.81,-205.06,-0.93,-6779.66,-6.78
63,Exit long,21/10/2020 20:30,Long Exit,1.91,6119.906,12239.812,-550.79,-4.5,61.2,0.5,-734.39,-6,-7330.45,-7.33
63,Entry long,21/10/2020 16:30,Long,2,6119.906,12239.812,-550.79,-4.5,61.2,0.5,-734.39,-6,-7330.45,-7.33
64,Exit short,22/10/2020 09:30,Short Exit,2,5379.156,10166.60484,-591.71,-5.82,268.96,2.65,-591.71,-5.82,-7922.16,-7.92
64,Entry short,21/10/2020 22:00,Short,1.89,5379.156,10166.60484,-591.71,-5.82,268.96,2.65,-591.71,-5.82,-7922.16,-7.92
65,Exit short,24/10/2020 15:30,Short Exit,1.93,7842.793,14744.45084,-392.14,-2.66,235.28,1.6,-705.85,-4.79,-8314.3,-8.31
65,Entry short,23/10/2020 17:30,Short,1.88,7842.793,14744.45084,-392.14,-2.66,235.28,1.6,-705.85,-4.79,-8314.3,-8.31
66,Exit short,26/10/2020 06:30,Short Exit,1.83,10585.147,20005.92783,635.11,3.17,1376.07,6.88,-317.55,-1.59,-7679.19,-7.68
66,Entry short,24/10/2020 23:00,Short,1.89,10585.147,20005.92783,635.11,3.17,1376.07,6.88,-317.55,-1.59,-7679.19,-7.68
67,Exit short,27/10/2020 12:30,Stop Hit,1.72,7297.481,12332.74289,-218.92,-1.78,729.75,5.92,-364.87,-2.96,-7898.11,-7.9
67,Entry short,26/10/2020 16:30,Short,1.69,7297.481,12332.74289,-218.92,-1.78,729.75,5.92,-364.87,-2.96,-7898.11,-7.9
68,Exit short,29/10/2020 04:00,Short Exit,1.57,6656.12,10450.1084,0,0,798.73,7.64,-399.37,-3.82,-7898.11,-7.9
68,Entry short,28/10/2020 03:30,Short,1.57,6656.12,10450.1084,0,0,798.73,7.64,-399.37,-3.82,-7898.11,-7.9
69,Exit short,30/10/2020 15:30,Short Exit,1.44,8684.968,12680.05328,173.7,1.37,1215.9,9.59,-607.95,-4.79,-7724.41,-7.72
69,Entry short,29/10/2020 12:30,Short,1.46,8684.968,12680.05328,173.7,1.37,1215.9,9.59,-607.95,-4.79,-7724.41,-7.72
70,Exit long,01/11/2020 10:00,Long Exit,1.52,11611.666,17185.26568,464.47,2.7,1161.17,6.76,-232.23,-1.35,-7259.95,-7.26
70,Entry long,31/10/2020 03:00,Long,1.48,11611.666,17185.26568,464.47,2.7,1161.17,6.76,-232.23,-1.35,-7259.95,-7.26
71,Exit long,02/11/2020 08:30,Long Exit,1.58,11569.414,18395.36826,-115.69,-0.63,694.16,3.77,-115.69,-0.63,-7375.64,-7.38
71,Entry long,01/11/2020 16:30,Long,1.59,11569.414,18395.36826,-115.69,-0.63,694.16,3.77,-115.69,-0.63,-7375.64,-7.38
72,Exit short,04/11/2020 18:00,Stop Hit,1.39,10713.937,16178.04487,1285.67,7.95,2571.34,15.89,-107.14,-0.66,-6089.97,-6.09
72,Entry short,02/11/2020 09:30,Short,1.51,10713.937,16178.04487,1285.67,7.95,2571.34,15.89,-107.14,-0.66,-6089.97,-6.09
73,Exit long,05/11/2020 09:00,Long Exit,1.37,12841.359,18106.31619,-513.65,-2.84,256.83,1.42,-642.07,-3.55,-6603.62,-6.6
73,Entry long,05/11/2020 04:30,Long,1.41,12841.359,18106.31619,-513.65,-2.84,256.83,1.42,-642.07,-3.55,-6603.62,-6.6
74,Exit long,07/11/2020 15:00,Long Exit,2.1,8487.849,12307.38105,5517.1,44.83,8912.24,72.41,-509.27,-4.14,-1086.52,-1.09
74,Entry long,05/11/2020 15:00,Long,1.45,8487.849,12307.38105,5517.1,44.83,8912.24,72.41,-509.27,-4.14,-1086.52,-1.09
75,Exit long,09/11/2020 08:00,Long Exit,2.04,2529.114,5614.63308,-455.24,-8.11,50.58,0.9,-455.24,-8.11,-1541.76,-1.54
75,Entry long,08/11/2020 18:30,Long,2.22,2529.114,5614.63308,-455.24,-8.11,50.58,0.9,-455.24,-8.11,-1541.76,-1.54
76,Exit short,10/11/2020 01:30,Short Exit,2.08,3584.295,7204.43295,-250.9,-3.48,215.06,2.99,-250.9,-3.48,-1792.66,-1.79
76,Entry short,09/11/2020 14:30,Short,2.01,3584.295,7204.43295,-250.9,-3.48,215.06,2.99,-250.9,-3.48,-1792.66,-1.79
77,Exit long,11/11/2020 05:00,Long Exit,2.2,5291.784,11589.00696,52.92,0.46,740.85,6.39,-476.26,-4.11,-1739.74,-1.74
77,Entry long,10/11/2020 08:30,Long,2.19,5291.784,11589.00696,52.92,0.46,740.85,6.39,-476.26,-4.11,-1739.74,-1.74
78,Exit short,13/11/2020 03:30,Short Exit,1.97,5497.418,11544.5778,714.66,6.19,1484.3,12.86,-329.85,-2.86,-1025.08,-1.03
78,Entry short,11/11/2020 12:00,Short,2.1,5497.418,11544.5778,714.66,6.19,1484.3,12.86,-329.85,-2.86,-1025.08,-1.03
79,Exit long,14/11/2020 05:00,Long Exit,1.97,6745.378,13693.11734,-404.72,-2.96,337.27,2.46,-472.18,-3.45,-1429.8,-1.43
79,Entry long,13/11/2020 14:30,Long,2.03,6745.378,13693.11734,-404.72,-2.96,337.27,2.46,-472.18,-3.45,-1429.8,-1.43
80,Exit short,15/11/2020 01:30,Short Exit,1.94,7128.236,13686.21312,-142.56,-1.04,356.41,2.6,-356.41,-2.6,-1572.37,-1.57
80,Entry short,14/11/2020 09:00,Short,1.92,7128.236,13686.21312,-142.56,-1.04,356.41,2.6,-356.41,-2.6,-1572.37,-1.57
81,Exit long,15/11/2020 20:30,Stop Hit,2.01,7743.132,15873.4206,-309.73,-1.95,1316.33,8.29,-387.16,-2.44,-1882.09,-1.88
81,Entry long,15/11/2020 06:30,Long,2.05,7743.132,15873.4206,-309.73,-1.95,1316.33,8.29,-387.16,-2.44,-1882.09,-1.88
82,Exit long,17/11/2020 10:00,Long Exit,2.22,4553.704,10154.75992,-45.54,-0.45,637.52,6.28,-273.22,-2.69,-1927.63,-1.93
82,Entry long,16/11/2020 04:30,Long,2.23,4553.704,10154.75992,-45.54,-0.45,637.52,6.28,-273.22,-2.69,-1927.63,-1.93
83,Exit short,17/11/2020 15:00,Short Exit,2.26,5589.667,12185.47406,-447.17,-3.67,0,0,-838.45,-6.88,-2374.8,-2.37
83,Entry short,17/11/2020 14:00,Short,2.18,5589.667,12185.47406,-447.17,-3.67,0,0,-838.45,-6.88,-2374.8,-2.37
84,Exit short,18/11/2020 23:00,Short Exit,2.13,4433.464,9620.61688,177.34,1.84,753.69,7.83,-354.68,-3.69,-2197.46,-2.2
84,Entry short,17/11/2020 16:00,Short,2.17,4433.464,9620.61688,177.34,1.84,753.69,7.83,-354.68,-3.69,-2197.46,-2.2
85,Exit long,19/11/2020 23:00,Long Exit,2.04,6358.786,13671.3899,-699.47,-5.12,190.76,1.4,-763.05,-5.58,-2896.93,-2.9
85,Entry long,19/11/2020 13:00,Long,2.15,6358.786,13671.3899,-699.47,-5.12,190.76,1.4,-763.05,-5.58,-2896.93,-2.9
86,Exit long,20/11/2020 19:30,Long Exit,2.13,6880.499,15068.29281,-412.83,-2.74,344.02,2.28,-481.63,-3.2,-3309.76,-3.31
86,Entry long,20/11/2020 09:00,Long,2.19,6880.499,15068.29281,-412.83,-2.74,344.02,2.28,-481.63,-3.2,-3309.76,-3.31
87,Exit short,21/11/2020 08:00,Short Exit,2.17,6714.824,13832.53744,-738.63,-5.34,0,0,-738.63,-5.34,-4048.39,-4.05
87,Entry short,21/11/2020 04:30,Short,2.06,6714.824,13832.53744,-738.63,-5.34,0,0,-738.63,-5.34,-4048.39,-4.05
88,Exit long,22/11/2020 02:00,Stop Hit,2.18,6791.802,15009.88242,-203.75,-1.36,2037.54,13.57,-747.1,-4.98,-4252.15,-4.25
88,Entry long,21/11/2020 10:00,Long,2.21,6791.802,15009.88242,-203.75,-1.36,2037.54,13.57,-747.1,-4.98,-4252.15,-4.25
89,Exit short,22/11/2020 18:30,Short Exit,2.24,3061.625,6429.4125,-428.63,-6.67,61.23,0.95,-551.09,-8.57,-4680.77,-4.68
89,Entry short,22/11/2020 12:00,Short,2.1,3061.625,6429.4125,-428.63,-6.67,61.23,0.95,-551.09,-8.57,-4680.77,-4.68
90,Exit long,23/11/2020 15:30,Long Exit,2.22,4272.64,9869.7984,-384.54,-3.9,213.63,2.16,-384.54,-3.9,-5065.31,-5.07
90,Entry long,23/11/2020 05:30,Long,2.31,4272.64,9869.7984,-384.54,-3.9,213.63,2.16,-384.54,-3.9,-5065.31,-5.07
91,Exit long,24/11/2020 10:30,Stop Hit,2.22,4140.853,9772.41308,-579.72,-5.93,455.49,4.66,-828.17,-8.47,-5645.03,-5.65
91,Entry long,24/11/2020 02:00,Long,2.36,4140.853,9772.41308,-579.72,-5.93,455.49,4.66,-828.17,-8.47,-5645.03,-5.65
92,Exit short,25/11/2020 00:30,Short Exit,2.27,2839.199,6132.66984,-312.31,-5.09,0,0,-397.49,-6.48,-5957.34,-5.96
92,Entry short,24/11/2020 13:00,Short,2.16,2839.199,6132.66984,-312.31,-5.09,0,0,-397.49,-6.48,-5957.34,-5.96
93,Exit long,25/11/2020 22:30,Long Exit,2.25,3922.212,9491.75304,-666.78,-7.02,274.55,2.89,-745.22,-7.85,-6624.12,-6.62
93,Entry long,25/11/2020 13:30,Long,2.42,3922.212,9491.75304,-666.78,-7.02,274.55,2.89,-745.22,-7.85,-6624.12,-6.62
94,Exit short,26/11/2020 21:00,Short Exit,1.89,3047.2,6460.064,700.86,10.85,1218.88,18.87,-121.89,-1.89,-5923.26,-5.92
94,Entry short,26/11/2020 02:30,Short,2.12,3047.2,6460.064,700.86,10.85,1218.88,18.87,-121.89,-1.89,-5923.26,-5.92
95,Exit long,29/11/2020 19:30,Long Exit,1.87,9851.999,19112.87806,-689.64,-3.61,98.52,0.52,-689.64,-3.61,-6612.9,-6.61
95,Entry long,29/11/2020 09:30,Long,1.94,9851.999,19112.87806,-689.64,-3.61,98.52,0.52,-689.64,-3.61,-6612.9,-6.61
96,Exit long,01/12/2020 01:30,Long Exit,1.94,10495.107,20570.40972,-209.9,-1.02,629.71,3.06,-629.71,-3.06,-6822.8,-6.82
96,Entry long,30/11/2020 01:00,Long,1.96,10495.107,20570.40972,-209.9,-1.02,629.71,3.06,-629.71,-3.06,-6822.8,-6.82
97,Exit long,01/12/2020 12:30,Stop Hit,1.99,8434.078,17289.8599,-506.04,-2.93,759.07,4.39,-759.07,-4.39,-7328.85,-7.33
97,Entry long,01/12/2020 06:00,Long,2.05,8434.078,17289.8599,-506.04,-2.93,759.07,4.39,-759.07,-4.39,-7328.85,-7.33
98,Exit long,03/12/2020 15:30,Long Exit,2.13,6055.799,12838.29388,60.56,0.47,666.14,5.19,-363.35,-2.83,-7268.29,-7.27
98,Entry long,02/12/2020 14:00,Long,2.12,6055.799,12838.29388,60.56,0.47,666.14,5.19,-363.35,-2.83,-7268.29,-7.27
99,Exit short,05/12/2020 09:30,Short Exit,1.93,8104.183,16532.53332,891.46,5.39,1782.92,10.78,-324.17,-1.96,-6376.83,-6.38
99,Entry short,04/12/2020 03:00,Short,2.04,8104.183,16532.53332,891.46,5.39,1782.92,10.78,-324.17,-1.96,-6376.83,-6.38
100,Exit long,06/12/2020 03:30,Long Exit,1.93,9486.661,18783.58878,-474.33,-2.53,94.87,0.51,-569.2,-3.03,-6851.16,-6.85
100,Entry long,05/12/2020 20:00,Long,1.98,9486.661,18783.58878,-474.33,-2.53,94.87,0.51,-569.2,-3.03,-6851.16,-6.85
101,Exit short,07/12/2020 13:00,Short Exit,1.87,10653.848,19922.69576,0,0,745.77,3.74,-106.54,-0.53,-6851.16,-6.85
101,Entry short,06/12/2020 10:00,Short,1.87,10653.848,19922.69576,0,0,745.77,3.74,-106.54,-0.53,-6851.16,-6.85
102,Exit long,07/12/2020 19:00,Stop Hit,1.82,14796.856,27966.05784,-1035.78,-3.7,147.97,0.53,-1183.75,-4.23,-7886.94,-7.89
102,Entry long,07/12/2020 16:00,Long,1.89,14796.856,27966.05784,-1035.78,-3.7,147.97,0.53,-1183.75,-4.23,-7886.94,-7.89
103,Exit short,09/12/2020 22:00,Stop Hit,1.65,12361.581,22498.07742,2101.47,9.34,3955.71,17.58,-247.23,-1.1,-5785.47,-5.79
103,Entry short,07/12/2020 19:00,Short,1.82,12361.581,22498.07742,2101.47,9.34,3955.71,17.58,-247.23,-1.1,-5785.47,-5.79
104,Exit short,12/12/2020 01:00,Short Exit,1.52,8967.987,13900.37985,269.04,1.94,1076.16,7.74,-627.76,-4.52,-5516.43,-5.52
104,Entry short,10/12/2020 13:30,Short,1.55,8967.987,13900.37985,269.04,1.94,1076.16,7.74,-627.76,-4.52,-5516.43,-5.52
105,Exit long,12/12/2020 15:00,Long Exit,1.48,9426.332,14233.76132,-282.79,-1.99,282.79,1.99,-282.79,-1.99,-5799.22,-5.8
105,Entry long,12/12/2020 05:30,Long,1.51,9426.332,14233.76132,-282.79,-1.99,282.79,1.99,-282.79,-1.99,-5799.22,-5.8
106,Exit short,13/12/2020 08:00,Short Exit,1.52,15693.984,22913.21664,-941.64,-4.11,0,0,-941.64,-4.11,-6740.86,-6.74
106,Entry short,13/12/2020 04:30,Short,1.46,15693.984,22913.21664,-941.64,-4.11,0,0,-941.64,-4.11,-6740.86,-6.74
107,Exit long,13/12/2020 22:30,Long Exit,1.55,15348.951,23790.87405,0,0,2302.34,9.68,-153.49,-0.65,-6740.86,-6.74
107,Entry long,13/12/2020 10:30,Long,1.55,15348.951,23790.87405,0,0,2302.34,9.68,-153.49,-0.65,-6740.86,-6.74
108,Exit long,16/12/2020 00:30,Long Exit,1.67,9592.128,15731.08992,287.76,1.83,1534.74,9.76,-95.92,-0.61,-6453.1,-6.45
108,Entry long,15/12/2020 02:30,Long,1.64,9592.128,15731.08992,287.76,1.83,1534.74,9.76,-95.92,-0.61,-6453.1,-6.45
109,Exit long,17/12/2020 05:00,Long Exit,1.68,6215.904,11064.30912,-621.59,-5.62,186.48,1.69,-621.59,-5.62,-7074.69,-7.07
109,Entry long,17/12/2020 00:00,Long,1.78,6215.904,11064.30912,-621.59,-5.62,186.48,1.69,-621.59,-5.62,-7074.69,-7.07
110,Exit short,18/12/2020 09:00,Short Exit,1.69,5685.216,9664.8672,56.85,0.59,397.97,4.12,-56.85,-0.59,-7017.84,-7.02
110,Entry short,17/12/2020 18:30,Short,1.7,5685.216,9664.8672,56.85,0.59,397.97,4.12,-56.85,-0.59,-7017.84,-7.02
111,Exit long,19/12/2020 14:30,Long Exit,1.69,10921.189,18675.23319,-218.42,-1.17,655.27,3.51,-218.42,-1.17,-7236.26,-7.24
111,Entry long,19/12/2020 01:00,Long,1.71,10921.189,18675.23319,-218.42,-1.17,655.27,3.51,-218.42,-1.17,-7236.26,-7.24
112,Exit short,22/12/2020 14:30,Short Exit,1.57,12289.705,20155.1162,860.28,4.27,2089.25,10.37,-614.49,-3.05,-6375.98,-6.38
112,Entry short,20/12/2020 00:30,Short,1.64,12289.705,20155.1162,860.28,4.27,2089.25,10.37,-614.49,-3.05,-6375.98,-6.38
113,Exit short,24/12/2020 09:00,Short Exit,1.29,9686.925,14239.77975,1743.65,12.24,4262.25,29.93,0,0,-4632.34,-4.63
113,Entry short,23/12/2020 02:30,Short,1.47,9686.925,14239.77975,1743.65,12.24,4262.25,29.93,0,0,-4632.34,-4.63
114,Exit long,25/12/2020 15:00,Long Exit,1.39,8823.691,11735.50903,529.42,4.51,1147.08,9.77,-176.47,-1.5,-4102.91,-4.1
114,Entry long,24/12/2020 20:00,Long,1.33,8823.691,11735.50903,529.42,4.51,1147.08,9.77,-176.47,-1.5,-4102.91,-4.1
115,Exit short,27/12/2020 14:30,Stop Hit,1.36,13048.38,17615.313,-130.48,-0.74,1174.35,6.67,-652.42,-3.7,-4233.4,-4.23
115,Entry short,26/12/2020 11:00,Short,1.35,13048.38,17615.313,-130.48,-0.74,1174.35,6.67,-652.42,-3.7,-4233.4,-4.23
116,Exit long,27/12/2020 21:00,Stop Hit,1.3,9101.836,12742.5704,-910.18,-7.14,182.04,1.43,-1001.2,-7.86,-5143.58,-5.14
116,Entry long,27/12/2020 16:00,Long,1.4,9101.836,12742.5704,-910.18,-7.14,182.04,1.43,-1001.2,-7.86,-5143.58,-5.14
117,Exit long,30/12/2020 08:00,Long Exit,1.58,9476.554,13456.70668,1516.25,11.27,3032.5,22.54,-189.53,-1.41,-3627.33,-3.63
117,Entry long,28/12/2020 16:30,Long,1.42,9476.554,13456.70668,1516.25,11.27,3032.5,22.54,-189.53,-1.41,-3627.33,-3.63
118,Exit short,31/12/2020 17:30,Short Exit,1.53,6908.938,10570.67514,0,0,759.98,7.19,-138.18,-1.31,-3627.33,-3.63
118,Entry short,30/12/2020 23:00,Short,1.53,6908.938,10570.67514,0,0,759.98,7.19,-138.18,-1.31,-3627.33,-3.63
119,Exit long,02/01/2021 10:00,Long Exit,1.72,7084.857,11335.7712,850.18,7.5,2196.31,19.38,-212.55,-1.87,-2777.15,-2.78
119,Entry long,01/01/2021 01:30,Long,1.6,7084.857,11335.7712,850.18,7.5,2196.31,19.38,-212.55,-1.87,-2777.15,-2.78
